Name	0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255
Date	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018
Time	08:51pm	08:53pm	08:55pm	08:57pm	08:59pm	09:01pm	09:03pm	09:03pm	09:04pm	09:04pm	09:05pm	09:06pm	09:06pm	09:06pm	09:07pm	09:07pm
401	0	1.79844E-07	8.69356E-07	1.19898E-06	3.35214E-08	3.09422E-07	2.434E-08	2.86521E-06	1.59302E-06	0	2.76078E-06	8.13514E-07	1.68951E-06	7.78548E-08	7.49129E-08	8.50736E-08
402	0	1.60103E-07	5.69496E-07	1.09924E-06	1.71863E-07	1.91369E-07	2.52546E-07	2.09693E-06	1.5697E-06	0	2.22036E-06	3.31854E-07	1.01548E-06	5.72807E-07	3.86279E-07	4.7728E-07
403	0	2.4466E-07	3.40403E-07	8.50619E-07	2.95622E-07	3.74786E-08	6.68918E-07	1.2978E-06	1.4297E-06	6.36987E-08	1.50306E-06	7.85693E-09	4.2126E-07	1.27154E-06	7.34525E-07	9.4895E-07
404	0	3.79404E-07	1.70101E-07	5.40899E-07	3.60418E-07	0	1.17908E-06	5.96585E-07	1.21247E-06	2.07133E-07	7.72554E-07	0	2.1641E-08	1.97985E-06	1.02168E-06	1.40778E-06
405	0	5.11425E-07	4.68781E-08	2.55932E-07	3.22857E-07	0	1.69076E-06	1.19198E-07	9.56546E-07	4.03677E-07	1.88857E-07	0	0	2.50787E-06	1.15196E-06	1.76353E-06
406	8.75138E-08	5.91419E-07	0	7.74165E-08	1.45744E-07	1.49016E-07	2.11638E-06	0	7.00299E-07	6.37557E-07	0	1.97833E-07	2.43937E-07	2.6809E-06	1.03883E-06	1.93364E-06
407	2.60052E-07	6.12087E-07	0	4.39602E-08	0	5.20596E-07	2.40679E-06	1.68564E-07	4.89309E-07	8.79042E-07	0	6.44049E-07	9.05709E-07	2.51225E-06	7.21277E-07	1.92982E-06
408	4.15739E-07	6.02303E-07	0	1.57603E-07	0	9.39489E-07	2.5469E-06	5.5265E-07	3.76012E-07	1.0868E-06	1.95949E-07	1.15288E-06	1.71477E-06	2.17729E-06	3.46119E-07	1.84543E-06
409	5.09818E-07	5.91549E-07	1.01132E-07	4.19136E-07	0	1.28851E-06	2.52301E-06	1.00552E-06	4.12005E-07	1.21996E-06	6.02707E-07	1.61761E-06	2.47117E-06	1.85321E-06	6.07644E-08	1.77462E-06
410	4.98454E-07	6.08701E-07	3.76641E-07	8.29336E-07	1.00755E-08	1.45287E-06	2.3217E-06	1.4014E-06	6.47826E-07	1.23846E-06	1.06652E-06	1.93375E-06	2.97906E-06	1.71353E-06	9.58753E-09	1.80962E-06
411	3.56118E-07	6.77339E-07	7.99886E-07	1.37558E-06	7.61882E-07	1.35589E-06	1.94911E-06	1.64451E-06	1.11594E-06	1.12903E-06	1.51925E-06	2.03239E-06	3.0955E-06	1.8921E-06	3.06207E-07	2.01981E-06
412	1.4822E-07	7.92471E-07	1.3128E-06	1.96861E-06	1.79435E-06	1.10522E-06	1.50357E-06	1.77856E-06	1.75315E-06	1.01073E-06	1.97557E-06	2.01379E-06	2.92475E-06	2.31971E-06	9.13663E-07	2.35273E-06
413	0	9.40524E-07	1.83458E-06	2.4959E-06	2.89054E-06	8.6871E-07	1.11496E-06	1.89337E-06	2.46638E-06	1.0456E-06	2.47776E-06	2.03398E-06	2.65321E-06	2.86383E-06	1.74646E-06	2.71888E-06
414	0	1.10816E-06	2.28584E-06	2.84687E-06	3.83726E-06	8.11279E-07	9.10882E-07	2.07722E-06	3.16421E-06	1.39286E-06	3.06735E-06	2.24628E-06	2.46405E-06	3.39427E-06	2.72058E-06	3.03027E-06
415	6.99597E-08	1.28235E-06	2.58908E-06	2.91382E-06	4.42643E-06	1.0939E-06	1.01601E-06	2.41647E-06	3.75749E-06	2.20766E-06	3.7849E-06	2.80038E-06	2.53643E-06	3.78405E-06	3.7537E-06	3.20156E-06
416	4.55638E-07	1.4616E-06	2.72371E-06	2.68686E-06	4.59759E-06	1.7738E-06	1.48851E-06	2.96826E-06	4.23807E-06	3.52459E-06	4.65404E-06	3.76137E-06	2.97544E-06	4.01182E-06	4.79814E-06	3.26169E-06
417	9.50362E-07	1.65382E-06	2.74843E-06	2.30742E-06	4.51559E-06	2.71239E-06	2.25907E-06	3.7167E-06	4.70976E-06	5.14035E-06	5.6341E-06	5.01783E-06	3.73345E-06	4.21286E-06	5.83237E-06	3.4186E-06
418	1.42058E-06	1.8708E-06	2.73609E-06	1.93953E-06	4.37838E-06	3.75355E-06	3.24776E-06	4.64387E-06	5.29607E-06	6.8319E-06	6.68629E-06	6.44651E-06	4.75347E-06	4.54718E-06	6.84537E-06	3.90567E-06
419	1.73389E-06	2.12427E-06	2.75891E-06	1.74575E-06	4.38217E-06	4.74254E-06	4.37533E-06	5.732E-06	6.11942E-06	8.37811E-06	7.77214E-06	7.92525E-06	5.97901E-06	5.17336E-06	7.82624E-06	4.95423E-06
420	1.77059E-06	2.42538E-06	2.88516E-06	1.87774E-06	4.70808E-06	5.53937E-06	5.56724E-06	6.96335E-06	7.29108E-06	9.57953E-06	8.8591E-06	9.34232E-06	7.35674E-06	6.2384E-06	8.7704E-06	6.7687E-06
421	1.55271E-06	2.77883E-06	3.14128E-06	2.36884E-06	5.37028E-06	6.16844E-06	6.79688E-06	8.31674E-06	8.7957E-06	1.04775E-05	9.98097E-06	1.06989E-05	8.86465E-06	7.76064E-06	9.74734E-06	9.24411E-06
422	1.19764E-06	3.18668E-06	3.52769E-06	3.17482E-06	6.27506E-06	6.767E-06	8.07343E-06	9.77353E-06	1.05388E-05	1.12796E-05	1.12215E-05	1.20776E-05	1.05066E-05	9.67713E-06	1.08814E-05	1.20749E-05
423	8.22931E-07	3.65037E-06	4.04363E-06	4.25002E-06	7.32652E-06	7.47188E-06	9.4055E-06	1.13138E-05	1.24237E-05	1.21926E-05	1.26626E-05	1.35597E-05	1.22854E-05	1.19226E-05	1.22948E-05	1.49536E-05
424	5.45035E-07	4.17132E-06	4.68835E-06	5.54919E-06	8.42966E-06	8.41858E-06	1.08016E-05	1.29179E-05	1.43547E-05	1.3421E-05	1.43853E-05	1.52257E-05	1.42038E-05	1.44326E-05	1.41085E-05	1.75756E-05
425	4.55609E-07	4.74885E-06	5.47487E-06	7.02981E-06	9.53606E-06	9.71569E-06	1.22847E-05	1.45845E-05	1.62784E-05	1.51218E-05	1.64595E-05	1.71529E-05	1.62967E-05	1.71691E-05	1.64249E-05	1.97649E-05
426	5.62771E-07	5.37214E-06	6.4607E-06	8.65313E-06	1.07512E-05	1.13757E-05	1.39205E-05	1.63674E-05	1.8276E-05	1.7282E-05	1.89084E-05	1.94E-05	1.87014E-05	2.01745E-05	1.9274E-05	2.17743E-05
427	8.56923E-07	6.03371E-06	7.71857E-06	1.03895E-05	1.22236E-05	1.34011E-05	1.57972E-05	1.83481E-05	2.04757E-05	1.98693E-05	2.17636E-05	2.20403E-05	2.15944E-05	2.35278E-05	2.26889E-05	2.39693E-05
428	1.3283E-06	6.72402E-06	9.31794E-06	1.2207E-05	1.40958E-05	1.57901E-05	1.79966E-05	2.06008E-05	2.29971E-05	2.28447E-05	2.50487E-05	2.51387E-05	2.51429E-05	2.72995E-05	2.66946E-05	2.67024E-05
429	1.96667E-06	7.43482E-06	1.13235E-05	1.40756E-05	1.6504E-05	1.85403E-05	2.05979E-05	2.31983E-05	2.59558E-05	2.61714E-05	2.87863E-05	2.87575E-05	2.95057E-05	3.15571E-05	3.13144E-05	3.03142E-05
430	2.74512E-06	8.19151E-06	1.36835E-05	1.60236E-05	1.94461E-05	2.16316E-05	2.36305E-05	2.6195E-05	2.94003E-05	2.98575E-05	3.29651E-05	3.29117E-05	3.46522E-05	3.62999E-05	3.65154E-05	3.49172E-05
431	3.62225E-06	9.06712E-06	1.62347E-05	1.81634E-05	2.27918E-05	2.50521E-05	2.70988E-05	2.96586E-05	3.33412E-05	3.39993E-05	3.75786E-05	3.76057E-05	4.03861E-05	4.14975E-05	4.22499E-05	4.04159E-05
432	4.55005E-06	1.01179E-05	1.87782E-05	2.05746E-05	2.63613E-05	2.87414E-05	3.09523E-05	3.35972E-05	3.77204E-05	3.8629E-05	4.25457E-05	4.27684E-05	4.64251E-05	4.70354E-05	4.83869E-05	4.66258E-05
433	5.48308E-06	1.14082E-05	2.11291E-05	2.33519E-05	2.99942E-05	3.266E-05	3.51637E-05	3.80449E-05	4.25092E-05	4.3808E-05	4.78177E-05	4.83615E-05	5.25222E-05	5.28353E-05	5.48311E-05	5.33978E-05
434	6.38733E-06	1.29904E-05	2.31557E-05	2.6575E-05	3.35721E-05	3.67819E-05	3.97183E-05	4.30329E-05	4.76881E-05	4.95861E-05	5.33629E-05	5.43636E-05	5.84934E-05	5.885E-05	6.15154E-05	6.06171E-05
435	7.29389E-06	1.48508E-05	2.50303E-05	3.02389E-05	3.72139E-05	4.11567E-05	4.46728E-05	4.85759E-05	5.32906E-05	5.59495E-05	5.92447E-05	6.08507E-05	6.45163E-05	6.52119E-05	6.85343E-05	6.83663E-05
436	8.26724E-06	1.6973E-05	2.70663E-05	3.43504E-05	4.1174E-05	4.59177E-05	5.01712E-05	5.475E-05	5.94423E-05	6.29392E-05	6.56417E-05	6.80175E-05	7.09845E-05	7.2206E-05	7.61334E-05	7.68928E-05
437	9.35381E-06	1.93047E-05	2.95149E-05	3.8843E-05	4.5615E-05	5.10969E-05	5.62478E-05	6.15128E-05	6.61381E-05	7.04594E-05	7.25866E-05	7.59094E-05	7.81319E-05	7.99569E-05	8.43896E-05	8.62766E-05
438	1.06069E-05	2.18089E-05	3.26516E-05	4.36814E-05	5.07363E-05	5.67692E-05	6.29827E-05	6.88724E-05	7.34287E-05	7.84733E-05	8.01752E-05	8.46345E-05	8.62588E-05	8.86569E-05	9.34509E-05	9.6666E-05
439	1.20203E-05	2.44041E-05	3.64966E-05	4.87186E-05	5.64656E-05	6.28317E-05	7.02196E-05	7.66411E-05	8.1152E-05	8.67703E-05	8.82971E-05	9.40011E-05	9.52766E-05	9.81739E-05	0.000103132	0.000107798
440	1.34895E-05	2.69358E-05	4.06513E-05	5.3624E-05	6.22843E-05	6.88895E-05	7.7414E-05	8.43102E-05	8.87965E-05	9.48541E-05	9.65036E-05	0.000103325	0.000104459	0.000107843	0.000112703	0.000118736
441	1.49191E-05	2.92776E-05	4.47324E-05	5.81197E-05	6.77136E-05	7.46101E-05	8.40867E-05	9.14509E-05	9.59333E-05	0.000102325	0.00010444	0.000112012	0.000113156	0.000117091	0.000121526	0.000128634
442	1.61814E-05	3.12383E-05	4.8259E-05	6.17989E-05	7.21254E-05	7.94957E-05	8.95722E-05	9.74318E-05	0.00010192	0.000108555	0.000111521	0.000119217	0.000120468	0.000125087	0.000128696	0.000136359
443	1.71699E-05	3.26681E-05	5.08272E-05	6.43412E-05	7.50117E-05	8.31501E-05	9.33384E-05	0.000101749	0.000106252	0.000113057	0.000117276	0.000124271	0.000125673	0.000131155	0.000133501	0.000141017
444	1.78395E-05	3.35214E-05	5.23212E-05	6.56751E-05	7.63248E-05	8.54092E-05	9.5283E-05	0.000104217	0.000108777	0.00011567	0.000121339	0.00012703	0.000128608	0.000134991	0.000135868	0.000142638
445	1.81758E-05	3.38053E-05	5.277E-05	6.5853E-05	7.62471E-05	8.62252E-05	9.55189E-05	0.000104806	0.000109517	0.000116394	0.000123395	0.000127615	0.000129393	0.000136471	0.000136045	0.000141716
446	1.8165E-05	3.35277E-05	5.22044E-05	6.49299E-05	7.49649E-05	8.55529E-05	9.41627E-05	0.000103493	0.000108501	0.000115234	0.000123128	0.000126151	0.000128152	0.000135476	0.000134281	0.000138753
447	1.77928E-05	3.26958E-05	5.0654E-05	6.29587E-05	7.26617E-05	8.33441E-05	9.13278E-05	0.000100248	0.00010575	0.000112191	0.000120223	0.000122759	0.000125003	0.000131883	0.000130825	0.000134245
448	1.70929E-05	3.13646E-05	4.82184E-05	6.00629E-05	6.95159E-05	7.96894E-05	8.71871E-05	9.52283E-05	0.000101393	0.000107407	0.000114696	0.000117632	0.000120131	0.000125818	0.000125917	0.000128597
449	1.61985E-05	2.96881E-05	4.51412E-05	5.65103E-05	6.56905E-05	7.49649E-05	8.20324E-05	8.89654E-05	9.57697E-05	0.000101314	0.000107252	0.000111103	0.000113855	0.000117926	0.000119776	0.000122004
450	1.52553E-05	2.78331E-05	4.16847E-05	5.25875E-05	6.13474E-05	6.9583E-05	7.61711E-05	8.20402E-05	8.92458E-05	9.438E-05	9.86874E-05	0.000103528	0.000106507	0.000108919	0.00011262	0.000114641
451	1.43874E-05	2.5927E-05	3.80536E-05	4.85071E-05	5.65619E-05	6.38595E-05	6.98044E-05	7.49206E-05	8.20635E-05	8.69417E-05	8.96613E-05	9.51134E-05	9.82718E-05	9.93566E-05	0.000104509	0.000106517
452	1.3751E-05	2.41684E-05	3.45669E-05	4.46237E-05	5.15988E-05	5.83006E-05	6.33628E-05	6.82855E-05	7.47326E-05	7.96004E-05	8.10901E-05	8.63887E-05	8.966E-05	9.0097E-05	9.58541E-05	9.80036E-05
453	1.33296E-05	2.2565E-05	3.13331E-05	4.10021E-05	4.66213E-05	5.30575E-05	5.7094E-05	6.22676E-05	6.75379E-05	7.25334E-05	7.32498E-05	7.77052E-05	8.09841E-05	8.14268E-05	8.69523E-05	8.93564E-05
454	1.30207E-05	2.10402E-05	2.83791E-05	3.75893E-05	4.17919E-05	4.81413E-05	5.12121E-05	5.67608E-05	6.07185E-05	6.57628E-05	6.61397E-05	6.9411E-05	7.25422E-05	7.34063E-05	7.8138E-05	8.08745E-05
455	1.27212E-05	1.95166E-05	2.57303E-05	3.43308E-05	3.72729E-05	4.35618E-05	4.59303E-05	5.16568E-05	5.45124E-05	5.93083E-05	5.97557E-05	6.18534E-05	6.46314E-05	6.60925E-05	6.97453E-05	7.28561E-05
456	1.23402E-05	1.79342E-05	2.34342E-05	3.12022E-05	3.32568E-05	3.93654E-05	4.14994E-05	4.68917E-05	4.92024E-05	5.32399E-05	5.41444E-05	5.54295E-05	5.76016E-05	5.95984E-05	6.21652E-05	6.56598E-05
457	1.18026E-05	1.62482E-05	2.14713E-05	2.81592E-05	2.98094E-05	3.55079E-05	3.7953E-05	4.23635E-05	4.48344E-05	4.75404E-05	4.92125E-05	5.02521E-05	5.15646E-05	5.38736E-05	5.55582E-05	5.93811E-05
458	1.11349E-05	1.455E-05	1.98059E-05	2.52944E-05	2.69074E-05	3.19693E-05	3.50759E-05	3.81537E-05	4.12066E-05	4.23085E-05	4.4864E-05	4.6118E-05	4.64378E-05	4.8847E-05	4.99333E-05	5.39068E-05
459	1.03762E-05	1.29474E-05	1.83964E-05	2.27139E-05	2.45096E-05	2.87268E-05	3.26125E-05	3.43622E-05	3.80758E-05	3.765E-05	4.0994E-05	4.2772E-05	4.21025E-05	4.44351E-05	4.5269E-05	4.90848E-05
460	9.56535E-06	1.15478E-05	1.72013E-05	2.0524E-05	2.25751E-05	2.57575E-05	3.03071E-05	3.10886E-05	3.51986E-05	3.3671E-05	3.74974E-05	3.99588E-05	3.844E-05	4.05543E-05	4.15436E-05	4.4763E-05
461	8.75255E-06	1.04644E-05	1.61993E-05	1.88423E-05	2.10865E-05	2.30746E-05	2.79643E-05	2.84558E-05	3.23974E-05	3.0504E-05	3.43232E-05	3.74856E-05	3.53832E-05	3.71766E-05	3.87726E-05	4.08566E-05
462	7.94643E-06	9.67987E-06	1.52875E-05	1.75663E-05	1.98939E-05	2.06455E-05	2.5504E-05	2.63141E-05	2.95847E-05	2.80087E-05	3.1355E-05	3.51296E-05	3.27607E-05	3.41732E-05	3.66579E-05	3.72366E-05
463	7.1626E-06	9.13849E-06	1.43701E-05	1.65314E-05	1.88424E-05	1.8495E-05	2.30119E-05	2.44562E-05	2.68402E-05	2.59948E-05	2.85604E-05	3.27789E-05	3.04646E-05	3.14886E-05	3.48519E-05	3.3894E-05
464	6.41665E-06	8.78339E-06	1.33509E-05	1.55709E-05	1.77753E-05	1.66487E-05	2.05753E-05	2.26718E-05	2.42452E-05	2.42694E-05	2.5907E-05	3.03212E-05	2.83863E-05	2.90669E-05	3.30032E-05	3.08201E-05
465	5.72426E-06	8.55732E-06	1.21331E-05	1.45174E-05	1.65357E-05	1.51318E-05	1.82822E-05	2.075E-05	2.18816E-05	2.2639E-05	2.33625E-05	2.76441E-05	2.64167E-05	2.6852E-05	3.07597E-05	2.80065E-05
466	5.10696E-06	8.40838E-06	1.07221E-05	1.33107E-05	1.50879E-05	1.39558E-05	1.62297E-05	1.86366E-05	1.98348E-05	2.10174E-05	2.09754E-05	2.4768E-05	2.45278E-05	2.48335E-05	2.80159E-05	2.54906E-05
467	4.55972E-06	8.2353E-06	9.25209E-06	1.20139E-05	1.35341E-05	1.3E-05	1.44098E-05	1.64617E-05	1.80489E-05	1.93859E-05	1.88045E-05	2.18005E-05	2.26779E-05	2.29117E-05	2.49686E-05	2.32146E-05
468	4.08806E-06	7.94871E-06	7.90459E-06	1.07401E-05	1.20343E-05	1.21617E-05	1.28461E-05	1.44294E-05	1.65023E-05	1.77869E-05	1.69663E-05	1.89275E-05	2.08852E-05	2.10375E-05	2.19273E-05	2.11751E-05
