Name	0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255
Date	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018
Time	06:55pm	06:57pm	06:59pm	07:01pm	07:04pm	07:06pm	07:08pm	07:11pm	07:12pm	07:14pm	07:16pm	07:18pm	07:19pm	07:21pm	07:22pm	07:24pm
385	3.55279E-07	3.23646E-07	7.73199E-07	9.91775E-07	5.70098E-07	1.18584E-07	2.09886E-07	6.40557E-07	0	0	0	2.72651E-06	3.767E-07	5.28866E-07	0	2.83442E-06
386	3.3182E-07	3.32135E-07	1.96028E-07	1.13807E-06	1.607E-07	3.73935E-07	3.85153E-07	5.89867E-07	0	0	0	3.40293E-06	6.72402E-08	7.23089E-07	0	3.66621E-06
387	3.4595E-07	2.36586E-07	0	1.04216E-06	0	7.08152E-07	5.4403E-07	5.01541E-07	4.17196E-08	5.35537E-08	1.66584E-08	3.49156E-06	4.52849E-08	8.02348E-07	1.05012E-07	4.12579E-06
388	4.00616E-07	5.2097E-08	2.50087E-07	7.06196E-07	9.45876E-08	1.08429E-06	6.59391E-07	3.82992E-07	1.74927E-07	2.75796E-07	4.47522E-08	2.89989E-06	3.56673E-07	7.3534E-07	4.29533E-07	4.14016E-06
389	4.6501E-07	0	7.57662E-07	2.91969E-07	3.86726E-07	1.43042E-06	7.27335E-07	2.52892E-07	3.03002E-07	5.25837E-07	6.6287E-08	1.93071E-06	8.51725E-07	5.65136E-07	7.40156E-07	3.83141E-06
390	5.06033E-07	0	1.30445E-06	0	7.47002E-07	1.67375E-06	7.46478E-07	1.30362E-07	4.16236E-07	7.33173E-07	6.77361E-08	9.15791E-07	1.36642E-06	3.40781E-07	9.7932E-07	3.33696E-06
391	4.92001E-07	0	1.68369E-06	0	1.06579E-06	1.74463E-06	7.15552E-07	3.37353E-08	5.05367E-07	8.30295E-07	3.61361E-08	1.7317E-07	1.7437E-06	1.09296E-07	1.09194E-06	2.78878E-06
392	3.953E-07	3.86917E-07	1.7082E-06	2.52322E-07	1.24255E-06	1.58156E-06	6.33725E-07	0	5.6168E-07	7.57409E-07	0	0	1.84063E-06	0	1.02918E-06	2.30788E-06
393	2.37404E-07	1.04728E-06	1.38887E-06	9.35218E-07	1.26004E-06	1.21912E-06	5.08921E-07	0	5.80936E-07	5.42339E-07	0	3.44186E-07	1.65351E-06	0	8.13828E-07	1.92731E-06
394	7.84116E-08	1.74569E-06	8.9301E-07	1.72814E-06	1.16693E-06	7.67512E-07	3.55877E-07	0	5.62439E-07	2.8194E-07	0	9.69661E-07	1.28862E-06	0	5.25139E-07	1.61017E-06
395	0	2.29845E-06	3.86038E-07	2.40494E-06	1.01192E-06	3.349E-07	1.88964E-07	0	5.05624E-07	7.13529E-08	0	1.60329E-06	8.5135E-07	0	2.4095E-07	1.31891E-06
396	0	2.53048E-06	2.69255E-08	2.74983E-06	8.42304E-07	2.52385E-08	2.20032E-08	4.38271E-09	4.10175E-07	2.00388E-09	0	1.9934E-06	4.43234E-07	0	3.60773E-08	1.01804E-06
397	1.55477E-07	2.31234E-06	0	2.5982E-06	6.98777E-07	0	0	0	2.79462E-07	1.38524E-07	2.97834E-07	1.94425E-06	1.48254E-07	2.93259E-07	0	6.86584E-07
398	4.10809E-07	1.75622E-06	7.42427E-08	2.05145E-06	6.00622E-07	0	0	0	1.41094E-07	4.11588E-07	7.27932E-07	1.54067E-06	0	6.54116E-07	7.25488E-08	3.87671E-07
399	6.63289E-07	1.0527E-06	3.29481E-07	1.29781E-06	5.5924E-07	1.42001E-07	0	0	3.00846E-08	7.0835E-07	1.19256E-06	9.59759E-07	0	9.81623E-07	3.31185E-07	2.10953E-07
400	8.22996E-07	3.85683E-07	6.04308E-07	5.18928E-07	5.8562E-07	3.32104E-07	2.89222E-08	0	0	9.19922E-07	1.61624E-06	3.72403E-07	0	1.18934E-06	7.50704E-07	2.42926E-07
401	8.06051E-07	0	8.04793E-07	0	6.92426E-07	4.86858E-07	4.58126E-07	1.75408E-08	2.40083E-08	9.44601E-07	1.93237E-06	0	4.03991E-08	1.19794E-06	1.33548E-06	5.68353E-07
402	5.88517E-07	0	8.7361E-07	0	8.68666E-07	5.65063E-07	1.0985E-06	1.06146E-07	1.67529E-07	7.47325E-07	2.08902E-06	0	1.96916E-07	9.80509E-07	2.03928E-06	1.18299E-06
403	2.86205E-07	0	8.3776E-07	0	1.06205E-06	5.78318E-07	1.80056E-06	2.26627E-07	3.60392E-07	4.47918E-07	2.08987E-06	0	3.61197E-07	6.40244E-07	2.71726E-06	1.89655E-06
404	3.01387E-08	6.3624E-09	7.34288E-07	0	1.21584E-06	5.44638E-07	2.40039E-06	3.6554E-07	5.46018E-07	1.83241E-07	1.94507E-06	0	4.85908E-07	2.94445E-07	3.21476E-06	2.49872E-06
405	0	1.70102E-07	5.99413E-07	0	1.27455E-06	4.81636E-07	2.73771E-06	5.09738E-07	6.69088E-07	8.71081E-08	1.66457E-06	1.50032E-07	5.24766E-07	5.78016E-08	3.38055E-06	2.78391E-06
406	1.58098E-07	2.3253E-07	4.67498E-07	2.82515E-07	1.18793E-06	4.06784E-07	2.66549E-06	6.46298E-07	6.78466E-07	2.82541E-07	1.26105E-06	3.69999E-07	4.36475E-07	3.77664E-08	3.07857E-06	2.56602E-06
407	6.23211E-07	1.82254E-07	3.50254E-07	8.49652E-07	9.72768E-07	3.39335E-07	2.20128E-06	7.57719E-07	5.74105E-07	7.46055E-07	7.93483E-07	5.8829E-07	2.50092E-07	2.53865E-07	2.3732E-06	1.92065E-06
408	1.17741E-06	8.29789E-08	2.40566E-07	1.38434E-06	7.03904E-07	3.00408E-07	1.50493E-06	8.22988E-07	4.00004E-07	1.32937E-06	3.61574E-07	8.47675E-07	5.49945E-08	6.50687E-07	1.50213E-06	1.14841E-06
409	1.65338E-06	0	1.30833E-07	1.76314E-06	4.56598E-07	3.10757E-07	7.37746E-07	8.21397E-07	2.00727E-07	1.88308E-06	6.43415E-08	1.19165E-06	0	1.17146E-06	7.0398E-07	5.51296E-07
410	1.88727E-06	0	1.36123E-08	1.86512E-06	3.04555E-07	3.90708E-07	5.77302E-08	7.32663E-07	1.9919E-08	2.26083E-06	0	1.66282E-06	0	1.7606E-06	2.12455E-07	4.25067E-07
411	1.75816E-06	1.16813E-07	0	1.61034E-06	3.03311E-07	5.51749E-07	0	5.50418E-07	0	2.35319E-06	2.30939E-07	2.28602E-06	2.84532E-07	2.37152E-06	2.11903E-07	9.89058E-07
412	1.34894E-06	3.18911E-07	0	1.11627E-06	4.17499E-07	7.58024E-07	0	3.37144E-07	0	2.22131E-06	6.71544E-07	2.98577E-06	7.70589E-07	2.98985E-06	6.45877E-07	2.08119E-06
413	8.09681E-07	5.29233E-07	0	5.65222E-07	5.83033E-07	9.59067E-07	0	1.77852E-07	0	1.98336E-06	1.18179E-06	3.65636E-06	1.38097E-06	3.61334E-06	1.38079E-06	3.41774E-06
414	2.87877E-07	6.763E-07	0	1.36342E-07	7.36935E-07	1.10529E-06	0	1.5607E-07	1.83174E-07	1.75547E-06	1.62531E-06	4.1939E-06	2.04465E-06	4.23979E-06	2.28537E-06	4.71991E-06
415	0	6.90398E-07	8.50252E-08	4.51594E-09	8.17762E-07	1.14834E-06	2.19944E-07	3.53155E-07	5.83201E-07	1.65135E-06	1.86926E-06	4.49714E-06	2.69235E-06	4.86709E-06	3.23122E-06	5.71529E-06
416	0	5.54594E-07	4.8456E-07	2.31309E-07	8.09309E-07	1.07903E-06	9.23829E-07	7.81212E-07	1.15486E-06	1.7501E-06	1.90196E-06	4.55423E-06	3.31335E-06	5.50972E-06	4.16059E-06	6.30019E-06
417	0	3.4082E-07	9.64062E-07	6.76019E-07	7.69363E-07	9.4881E-07	1.71073E-06	1.32423E-06	1.84957E-06	2.05669E-06	1.91302E-06	4.47539E-06	3.97726E-06	6.16932E-06	5.11111E-06	6.6211E-06
418	0	1.31696E-07	1.43787E-06	1.1778E-06	7.65102E-07	8.18082E-07	2.46418E-06	1.85396E-06	2.61439E-06	2.57271E-06	2.11632E-06	4.39418E-06	4.7673E-06	6.8576E-06	6.13664E-06	6.86282E-06
419	1.6548E-07	9.12244E-09	1.82107E-06	1.57722E-06	8.63112E-07	7.46736E-07	3.06873E-06	2.24325E-06	3.39685E-06	3.29975E-06	2.72391E-06	4.443E-06	5.76598E-06	7.58617E-06	7.29058E-06	7.20856E-06
420	3.05632E-07	4.77992E-08	2.03487E-06	1.72946E-06	1.12364E-06	7.90814E-07	3.42046E-06	2.38147E-06	4.14804E-06	4.23565E-06	3.92405E-06	4.74907E-06	7.04605E-06	8.36936E-06	8.62294E-06	7.83241E-06
421	4.1261E-07	2.42216E-07	2.06651E-06	1.65297E-06	1.53531E-06	9.64868E-07	3.54474E-06	2.34708E-06	4.85633E-06	5.33123E-06	5.63311E-06	5.38793E-06	8.56716E-06	9.25363E-06	1.01451E-05	8.81268E-06
422	5.33545E-07	5.33599E-07	1.94856E-06	1.47575E-06	2.03997E-06	1.25634E-06	3.55509E-06	2.34549E-06	5.53778E-06	6.50913E-06	7.58983E-06	6.40366E-06	1.02187E-05	1.03122E-05	1.18485E-05	1.0169E-05
423	7.15903E-07	8.62754E-07	1.71366E-06	1.32622E-06	2.57894E-06	1.65209E-06	3.56477E-06	2.58193E-06	6.2079E-06	7.69138E-06	9.53145E-06	7.83818E-06	1.18883E-05	1.16163E-05	1.37226E-05	1.19178E-05
424	1.00669E-06	1.17106E-06	1.39413E-06	1.33155E-06	3.09411E-06	2.13913E-06	3.68597E-06	3.25965E-06	6.88207E-06	8.80073E-06	1.11978E-05	9.73301E-06	1.34647E-05	1.32363E-05	1.57568E-05	1.40755E-05
425	1.43031E-06	1.41888E-06	1.03941E-06	1.5791E-06	3.54852E-06	2.71022E-06	4.01648E-06	4.50586E-06	7.60119E-06	9.80687E-06	1.24406E-05	1.20996E-05	1.49104E-05	1.52327E-05	1.79545E-05	1.66564E-05
426	1.93282E-06	1.63032E-06	7.58757E-07	2.0201E-06	3.97523E-06	3.37621E-06	4.60452E-06	6.18548E-06	8.49078E-06	1.08349E-05	1.34878E-05	1.48385E-05	1.64322E-05	1.76241E-05	2.0358E-05	1.96586E-05
427	2.4455E-06	1.84464E-06	6.7443E-07	2.57851E-06	4.42617E-06	4.15474E-06	5.49156E-06	8.11299E-06	9.70202E-06	1.20536E-05	1.46605E-05	1.78406E-05	1.83051E-05	2.0437E-05	2.30374E-05	2.3095E-05
428	2.89987E-06	2.10005E-06	9.0658E-07	3.17848E-06	4.95112E-06	5.06219E-06	6.71672E-06	1.01033E-05	1.13808E-05	1.36252E-05	1.62704E-05	2.09933E-05	2.07937E-05	2.36907E-05	2.60542E-05	2.69718E-05
429	3.23054E-06	2.43349E-06	1.56924E-06	3.74677E-06	5.5984E-06	6.1136E-06	8.31591E-06	1.19781E-05	1.36652E-05	1.57058E-05	1.86179E-05	2.41896E-05	2.4152E-05	2.74041E-05	2.94704E-05	3.12944E-05
430	3.43811E-06	2.85691E-06	2.63863E-06	4.26045E-06	6.39077E-06	7.29094E-06	1.02446E-05	1.36935E-05	1.65095E-05	1.83239E-05	2.17685E-05	2.74461E-05	2.84051E-05	3.15791E-05	3.33857E-05	3.60644E-05
431	3.60073E-06	3.35828E-06	3.94197E-06	4.75792E-06	7.33081E-06	8.54899E-06	1.23825E-05	1.5372E-05	1.96859E-05	2.13904E-05	2.55557E-05	3.09523E-05	3.33609E-05	3.62398E-05	3.79843E-05	4.1325E-05
432	3.79196E-06	3.91796E-06	5.29445E-06	5.2706E-06	8.40554E-06	9.82477E-06	1.45833E-05	1.71124E-05	2.29212E-05	2.47689E-05	2.97531E-05	3.4842E-05	3.87535E-05	4.13393E-05	4.33777E-05	4.7039E-05
433	4.08847E-06	4.51918E-06	6.51429E-06	5.8339E-06	9.60835E-06	1.10626E-05	1.67108E-05	1.90262E-05	2.59596E-05	2.83419E-05	3.41568E-05	3.92754E-05	4.43457E-05	4.68618E-05	4.97095E-05	5.32045E-05
434	4.55958E-06	5.15458E-06	7.45864E-06	6.48858E-06	1.09315E-05	1.22255E-05	1.86588E-05	2.12131E-05	2.86147E-05	3.20178E-05	3.85998E-05	4.43787E-05	4.99503E-05	5.27982E-05	5.70721E-05	5.98263E-05
435	5.23464E-06	5.87119E-06	8.20513E-06	7.30768E-06	1.23604E-05	1.33837E-05	2.0491E-05	2.37073E-05	3.10946E-05	3.58529E-05	4.31224E-05	5.00856E-05	5.5663E-05	5.91789E-05	6.52642E-05	6.69483E-05
436	6.13602E-06	6.74361E-06	8.92108E-06	8.38582E-06	1.38952E-05	1.46637E-05	2.23592E-05	2.65524E-05	3.37901E-05	4.00056E-05	4.78987E-05	5.63304E-05	6.17566E-05	6.61298E-05	7.40716E-05	7.47202E-05
437	7.27368E-06	7.83205E-06	9.75286E-06	9.79985E-06	1.55058E-05	1.61586E-05	2.43643E-05	2.97342E-05	3.7014E-05	4.45459E-05	5.29959E-05	6.29257E-05	6.83667E-05	7.36315E-05	8.31213E-05	8.31275E-05
438	8.66225E-06	9.20174E-06	1.0854E-05	1.16327E-05	1.71755E-05	1.79752E-05	2.66285E-05	3.3263E-05	4.1109E-05	4.95807E-05	5.85264E-05	6.97377E-05	7.56858E-05	8.17269E-05	9.21116E-05	9.22263E-05
439	1.02535E-05	1.08323E-05	1.22537E-05	1.38415E-05	1.88637E-05	2.01151E-05	2.9178E-05	3.70478E-05	4.6073E-05	5.50254E-05	6.4418E-05	7.65594E-05	8.36237E-05	9.02354E-05	0.000100748	0.000101834
440	1.18958E-05	1.25631E-05	1.37771E-05	1.61771E-05	2.04914E-05	2.24082E-05	3.18812E-05	4.08309E-05	5.13378E-05	6.04821E-05	7.02963E-05	8.30623E-05	9.16254E-05	9.86105E-05	0.000108749	0.000111379
441	1.34444E-05	1.42374E-05	1.52491E-05	1.83934E-05	2.20023E-05	2.46981E-05	3.46334E-05	4.43925E-05	5.63509E-05	6.56026E-05	7.58493E-05	8.90136E-05	9.9212E-05	0.000106399	0.000115972	0.000120394
442	1.47257E-05	1.56686E-05	1.64612E-05	2.02055E-05	2.3291E-05	2.67747E-05	3.72541E-05	4.74146E-05	6.04364E-05	6.98931E-05	8.05967E-05	9.39805E-05	0.000105685	0.000112911	0.000122012	0.000128149
443	1.55964E-05	1.66987E-05	1.72431E-05	2.13714E-05	2.42788E-05	2.84602E-05	3.95938E-05	4.96443E-05	6.3035E-05	7.29578E-05	8.41589E-05	9.76419E-05	0.000110483	0.000117607	0.000126596	0.000134066
444	1.60685E-05	1.73077E-05	1.76256E-05	2.1878E-05	2.49274E-05	2.96488E-05	4.14784E-05	5.10093E-05	6.41172E-05	7.46799E-05	8.63665E-05	9.9853E-05	0.000113382	0.000120306	0.000129528	0.000137867
445	1.62313E-05	1.75447E-05	1.77403E-05	2.18266E-05	2.52181E-05	3.0271E-05	4.27208E-05	5.15279E-05	6.39195E-05	7.50823E-05	8.71558E-05	0.000100558	0.000114325	0.000121011	0.000130655	0.00013942
446	1.61754E-05	1.74595E-05	1.77199E-05	2.13202E-05	2.5133E-05	3.02577E-05	4.31341E-05	5.12201E-05	6.26821E-05	7.41903E-05	8.64648E-05	9.97016E-05	0.00011326	0.000119727	0.000129825	0.000138602
447	1.5991E-05	1.71017E-05	1.76967E-05	2.04612E-05	2.46534E-05	2.95393E-05	4.25303E-05	5.01041E-05	6.06428E-05	7.2027E-05	8.42292E-05	9.72279E-05	0.000110129	0.000116458	0.000126882	0.000135279
448	1.57334E-05	1.65299E-05	1.77209E-05	1.93596E-05	2.37911E-05	2.81513E-05	4.08691E-05	4.82471E-05	5.79955E-05	6.87073E-05	8.0521E-05	9.32031E-05	0.000105052	0.000111356	0.000121863	0.000129556
449	1.53853E-05	1.58205E-05	1.76713E-05	1.81401E-05	2.26208E-05	2.63477E-05	3.84165E-05	4.58154E-05	5.48382E-05	6.4534E-05	7.56936E-05	8.79475E-05	9.85148E-05	0.000104888	0.000115208	0.000122014
450	1.49204E-05	1.50528E-05	1.74049E-05	1.69294E-05	2.12253E-05	2.44103E-05	3.54775E-05	4.29883E-05	5.12575E-05	5.98341E-05	7.01362E-05	8.18141E-05	9.10469E-05	9.75601E-05	0.000107404	0.000113297
451	1.42902E-05	1.42841E-05	1.67527E-05	1.58304E-05	1.96574E-05	2.25872E-05	3.23085E-05	3.98843E-05	4.72675E-05	5.48514E-05	6.41408E-05	7.50417E-05	8.30535E-05	8.97412E-05	9.87887E-05	0.000103893
452	1.34981E-05	1.36084E-05	1.56218E-05	1.49827E-05	1.80356E-05	2.11726E-05	2.92592E-05	3.67461E-05	4.30483E-05	4.99962E-05	5.82011E-05	6.81136E-05	7.51957E-05	8.20733E-05	9.00191E-05	9.46044E-05
453	1.25836E-05	1.29994E-05	1.41142E-05	1.43471E-05	1.6444E-05	2.01346E-05	2.64565E-05	3.36602E-05	3.87755E-05	4.54E-05	5.25472E-05	6.12975E-05	6.77351E-05	7.47476E-05	8.14329E-05	8.57235E-05
454	1.16202E-05	1.23749E-05	1.24602E-05	1.37971E-05	1.49665E-05	1.92751E-05	2.39323E-05	3.06632E-05	3.46706E-05	4.10897E-05	4.73236E-05	5.48139E-05	6.0789E-05	6.77867E-05	7.32858E-05	7.73538E-05
455	1.06819E-05	1.16522E-05	1.08912E-05	1.32053E-05	1.36871E-05	1.83949E-05	2.17172E-05	2.77911E-05	3.09546E-05	3.70906E-05	4.26731E-05	4.88819E-05	5.44726E-05	6.12115E-05	6.58318E-05	6.95959E-05
456	9.85128E-06	1.07594E-05	9.64632E-06	1.2457E-05	1.27008E-05	1.7312E-05	1.98602E-05	2.5103E-05	2.78739E-05	3.34598E-05	3.87742E-05	4.37605E-05	4.89463E-05	5.50942E-05	5.93791E-05	6.2609E-05
457	9.1587E-06	9.65513E-06	8.83422E-06	1.14831E-05	1.20165E-05	1.59052E-05	1.83298E-05	2.25915E-05	2.55026E-05	3.01831E-05	3.56154E-05	3.95072E-05	4.42057E-05	4.94113E-05	5.39707E-05	5.63992E-05
458	8.57257E-06	8.42821E-06	8.32813E-06	1.03861E-05	1.152E-05	1.42865E-05	1.70271E-05	2.0245E-05	2.36904E-05	2.72813E-05	3.2982E-05	3.5982E-05	4.01608E-05	4.42437E-05	4.93981E-05	5.09935E-05
459	8.05139E-06	7.18366E-06	7.96748E-06	9.29049E-06	1.10783E-05	1.25968E-05	1.58408E-05	1.80471E-05	2.22517E-05	2.47747E-05	3.06249E-05	3.30111E-05	3.6702E-05	3.96782E-05	4.5409E-05	4.64118E-05
460	7.55361E-06	6.02657E-06	7.59161E-06	8.32062E-06	1.05583E-05	1.09775E-05	1.46597E-05	1.59817E-05	2.10008E-05	2.26836E-05	2.82954E-05	3.04207E-05	3.37198E-05	3.58016E-05	4.17509E-05	4.26739E-05
461	7.05138E-06	5.06391E-06	7.06672E-06	7.60064E-06	9.85587E-06	9.57533E-06	1.34036E-05	1.40581E-05	1.97937E-05	2.10466E-05	2.58056E-05	2.80842E-05	3.11517E-05	3.27278E-05	3.82453E-05	3.98365E-05
462	6.53014E-06	4.33026E-06	6.40614E-06	7.11638E-06	8.98406E-06	8.42223E-06	1.20701E-05	1.22931E-05	1.85574E-05	1.97137E-05	2.31292E-05	2.5856E-05	2.88597E-05	3.02633E-05	3.47825E-05	3.76208E-05
463	6.00753E-06	3.83834E-06	5.73378E-06	6.79999E-06	8.05888E-06	7.51949E-06	1.07498E-05	1.07607E-05	1.73278E-05	1.8498E-05	2.04261E-05	2.36777E-05	2.6771E-05	2.81511E-05	3.14289E-05	3.56891E-05
464	5.50158E-06	3.60057E-06	5.17556E-06	6.58238E-06	7.19809E-06	6.86786E-06	9.53478E-06	9.53588E-06	1.61422E-05	1.72101E-05	1.78594E-05	2.1491E-05	2.48124E-05	2.61309E-05	2.82527E-05	3.37004E-05
465	5.03037E-06	3.62915E-06	4.85766E-06	6.3941E-06	6.51977E-06	6.46781E-06	8.51754E-06	8.69364E-06	1.50376E-05	1.56607E-05	1.55927E-05	1.9238E-05	2.29104E-05	2.3942E-05	2.53222E-05	3.13125E-05
466	4.6165E-06	3.89857E-06	4.82763E-06	6.19072E-06	6.08301E-06	6.2912E-06	7.74931E-06	8.2631E-06	1.40366E-05	1.38259E-05	1.37641E-05	1.69623E-05	2.10603E-05	2.15133E-05	2.27225E-05	2.84371E-05
467	4.25746E-06	4.27851E-06	4.93523E-06	5.9349E-06	5.77938E-06	6.20528E-06	7.13805E-06	8.11803E-06	1.30273E-05	1.19198E-05	1.23549E-05	1.47902E-05	1.92439E-05	1.90057E-05	2.0401E-05	2.52992E-05
468	3.95949E-06	4.63185E-06	5.01478E-06	5.60421E-06	5.49366E-06	6.07747E-06	6.59322E-06	8.13179E-06	1.19145E-05	1.02267E-05	1.13647E-05	1.29065E-05	1.74948E-05	1.66681E-05	1.83487E-05	2.22397E-05
