Name	0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255
Date	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018
Time	07:29pm	07:31pm	07:34pm	07:36pm	07:38pm	07:40pm	07:43pm	07:45pm	07:46pm	07:48pm	07:50pm	07:51pm	07:53pm	07:53pm	07:53pm	07:54pm
382	2.20013E-06	1.18036E-06	1.66668E-06	2.41529E-09	3.72101E-09	1.85572E-09	1.5764E-07	2.95053E-07	6.56438E-07	1.41356E-06	2.75748E-06	3.64733E-06	2.27161E-08	2.85159E-06	1.22094E-06	4.20347E-06
383	1.90789E-06	1.1318E-06	1.5015E-06	0	0	7.5508E-08	2.97612E-07	0	6.09423E-07	1.22694E-06	2.27471E-06	3.36803E-06	2.54606E-07	2.55212E-06	1.34356E-06	4.1527E-06
384	1.37789E-06	1.03478E-06	1.16653E-06	0	0	9.41377E-08	4.59193E-07	0	4.61361E-07	9.02211E-07	1.47544E-06	2.54869E-06	6.18313E-07	1.91296E-06	1.57651E-06	3.65464E-06
385	7.76405E-07	8.9639E-07	7.62632E-07	0	0	7.5725E-08	6.28498E-07	0	2.72671E-07	5.29933E-07	6.62242E-07	1.50806E-06	9.91506E-07	1.13971E-06	1.84253E-06	2.90175E-06
386	2.57412E-07	7.32242E-07	3.86132E-07	0	1.73351E-08	3.70352E-08	8.03048E-07	0	9.93745E-08	1.94644E-07	1.10825E-07	5.41925E-07	1.2794E-06	4.24054E-07	2.09804E-06	2.09489E-06
387	0	5.33762E-07	1.07783E-07	2.72914E-08	1.78029E-07	0	9.64805E-07	8.80282E-08	0	0	6.60241E-08	0	1.36717E-06	0	2.25595E-06	1.3461E-06
388	0	3.18405E-07	0	1.51554E-07	4.03734E-07	0	1.10147E-06	1.41722E-07	0	0	5.93583E-07	0	1.21632E-06	0	2.28014E-06	7.58855E-07
389	5.93047E-08	1.26117E-07	0	2.96672E-07	6.36322E-07	0	1.19986E-06	1.49909E-07	0	0	1.4158E-06	0	9.05961E-07	0	2.1862E-06	3.42308E-07
390	3.22027E-07	0	0	4.27243E-07	8.15158E-07	6.75326E-08	1.24719E-06	1.16877E-07	6.94401E-09	0	2.23033E-06	7.90093E-08	5.24255E-07	0	1.99446E-06	9.56404E-08
391	6.10414E-07	0	0	5.09378E-07	8.82197E-07	2.71356E-07	1.23134E-06	4.67405E-08	1.81154E-08	0	2.7476E-06	4.25401E-07	1.55715E-07	0	1.7245E-06	1.80753E-08
392	8.47571E-07	8.32922E-08	7.67134E-09	5.1235E-07	7.86328E-07	6.11199E-07	1.14157E-06	0	0	2.36549E-08	2.70668E-06	7.01075E-07	0	7.55095E-08	1.39567E-06	1.05976E-07
393	1.0042E-06	3.05433E-07	0	4.37761E-07	5.57401E-07	1.04082E-06	9.86913E-07	0	0	2.03985E-08	2.14511E-06	8.57816E-07	0	1.15886E-07	1.04151E-06	3.07414E-07
394	1.08883E-06	5.65334E-07	0	3.12732E-07	2.89009E-07	1.45738E-06	7.91814E-07	0	0	2.06301E-09	1.336E-06	9.06752E-07	0	1.07558E-07	7.06431E-07	5.32619E-07
395	1.11075E-06	7.9129E-07	0	1.64084E-07	7.30062E-08	1.76037E-06	5.80249E-07	0	0	0	5.48795E-07	8.60301E-07	0	7.11038E-08	4.33437E-07	6.94164E-07
396	1.0795E-06	9.14916E-07	0	1.7599E-08	0	1.85422E-06	3.75464E-07	0	0	5.32378E-09	4.24605E-08	7.30807E-07	0	2.63094E-08	2.64011E-07	7.08432E-07
397	1.00423E-06	8.82957E-07	6.14947E-08	0	1.2675E-07	1.66993E-06	1.98134E-07	3.03104E-07	2.65281E-07	6.33717E-08	1.22347E-08	5.34151E-07	2.96978E-07	0	2.29826E-07	5.20386E-07
398	9.01565E-07	7.20623E-07	1.53283E-07	0	4.02557E-07	1.2833E-06	6.26748E-08	7.24371E-07	6.54894E-07	1.56228E-07	3.45225E-07	3.14544E-07	6.45319E-07	0	3.17477E-07	2.25547E-07
399	7.90057E-07	4.78834E-07	2.47578E-07	0	7.27736E-07	8.16781E-07	0	1.14269E-06	1.08012E-06	2.67986E-07	8.27205E-07	1.24534E-07	9.57519E-07	0	4.98569E-07	0
400	6.8759E-07	2.0673E-07	3.20872E-07	0	1.00836E-06	3.88556E-07	0	1.46429E-06	1.47185E-06	3.83296E-07	1.25145E-06	1.48111E-08	1.15897E-06	0	7.45697E-07	0
401	6.1329E-07	0	3.51651E-07	4.56034E-08	1.15768E-06	1.1267E-07	2.36196E-08	1.60404E-06	1.76904E-06	4.88917E-07	1.42355E-06	3.42008E-08	1.18167E-06	3.22119E-08	1.03569E-06	1.13623E-07
402	5.71423E-07	0	3.27475E-07	2.98083E-07	1.1271E-06	4.15612E-08	1.52054E-07	1.52612E-06	1.92296E-06	5.75856E-07	1.24925E-06	1.97021E-07	9.99815E-07	1.18175E-07	1.34496E-06	6.84013E-07
403	5.46727E-07	0	2.60037E-07	5.69989E-07	9.63403E-07	1.06786E-07	3.03106E-07	1.32192E-06	1.93306E-06	6.49759E-07	8.62541E-07	4.44936E-07	6.95753E-07	2.92938E-07	1.65915E-06	1.41534E-06
404	5.21437E-07	0	1.63759E-07	7.87764E-07	7.24276E-07	2.25565E-07	4.26255E-07	1.09678E-06	1.80445E-06	7.17914E-07	4.23435E-07	7.11472E-07	3.63548E-07	6.06458E-07	1.96514E-06	2.10216E-06
405	4.78185E-07	0	5.2745E-08	8.79486E-07	4.66114E-07	3.16963E-07	4.72108E-07	9.53658E-07	1.54215E-06	7.87442E-07	8.83824E-08	9.31638E-07	9.51728E-08	1.10758E-06	2.2501E-06	2.54363E-06
406	4.0118E-07	2.29832E-07	0	7.80401E-07	2.42712E-07	3.06165E-07	3.96759E-07	9.872E-07	1.15427E-06	8.64506E-07	2.25424E-09	1.04573E-06	0	1.83746E-06	2.50153E-06	2.55445E-06
407	2.94342E-07	7.33764E-07	0	5.24034E-07	8.05604E-08	1.97016E-07	2.34929E-07	1.17437E-06	7.0072E-07	9.35663E-07	1.59125E-07	1.05951E-06	1.75872E-08	2.7061E-06	2.69394E-06	2.14126E-06
408	1.78769E-07	1.24651E-06	0	2.28288E-07	0	6.06147E-08	8.86439E-08	1.39265E-06	2.86633E-07	9.71374E-07	4.24674E-07	1.03518E-06	1.64028E-07	3.51264E-06	2.79247E-06	1.47616E-06
409	7.56983E-08	1.64404E-06	0	1.14797E-08	0	0	6.00966E-08	1.51867E-06	1.65341E-08	9.42156E-07	6.63038E-07	1.03556E-06	3.60354E-07	4.05653E-06	2.76265E-06	7.33239E-07
410	5.92683E-09	1.80489E-06	0	0	0	0	2.49377E-07	1.4316E-06	0	8.19132E-07	7.41155E-07	1.12217E-06	5.52244E-07	4.14138E-06	2.57071E-06	8.2996E-08
411	0	1.64291E-06	2.40638E-07	2.42204E-07	1.0584E-07	1.79342E-07	7.21226E-07	1.05473E-06	2.8459E-07	5.88699E-07	5.66644E-07	1.34372E-06	6.96784E-07	3.63776E-06	2.20509E-06	0
412	0	1.23963E-06	5.84277E-07	6.68888E-07	2.79964E-07	4.71292E-07	1.35963E-06	5.28141E-07	7.93963E-07	3.12254E-07	2.4735E-07	1.68061E-06	8.0335E-07	2.73422E-06	1.75755E-06	0
413	1.60347E-08	7.32011E-07	9.61397E-07	1.11122E-06	5.04574E-07	7.74304E-07	1.9913E-06	6.23809E-08	1.3697E-06	7.58529E-08	0	2.0924E-06	8.98676E-07	1.72505E-06	1.35535E-06	0
414	2.1106E-08	2.54665E-07	1.32121E-06	1.41361E-06	7.67988E-07	9.9633E-07	2.44593E-06	0	1.86323E-06	0	0	2.53937E-06	1.00904E-06	8.99463E-07	1.1235E-06	0
415	0	0	1.61395E-06	1.42438E-06	1.05866E-06	1.0476E-06	2.55737E-06	1.35604E-07	2.12948E-06	5.93412E-08	1.2903E-07	2.98246E-06	1.16009E-06	5.39909E-07	1.18393E-06	1.46867E-07
416	0	0	1.80538E-06	1.11034E-06	1.36178E-06	9.07827E-07	2.28062E-06	9.07135E-07	2.12031E-06	3.86329E-07	7.99686E-07	3.38997E-06	1.3653E-06	7.63174E-07	1.56923E-06	6.45788E-07
417	0	0	1.87402E-06	6.39089E-07	1.64644E-06	6.72438E-07	1.76605E-06	1.90137E-06	1.94227E-06	8.6506E-07	1.68781E-06	3.71626E-06	1.60615E-06	1.38705E-06	2.14179E-06	1.23362E-06
418	0	1.13432E-07	1.80352E-06	2.01994E-07	1.88241E-06	4.51091E-07	1.19023E-06	2.80979E-06	1.72262E-06	1.40499E-06	2.5852E-06	3.92144E-06	1.86361E-06	2.20109E-06	2.74992E-06	1.8777E-06
419	2.16524E-07	3.33958E-07	1.57771E-06	0	2.03971E-06	3.52484E-07	7.28152E-07	3.3266E-06	1.58747E-06	1.91638E-06	3.28544E-06	3.96599E-06	2.11879E-06	2.9967E-06	3.24327E-06	2.54562E-06
420	6.96313E-07	5.29121E-07	1.18755E-06	1.69549E-07	2.09137E-06	4.7522E-07	5.41254E-07	3.17812E-06	1.65116E-06	2.31566E-06	3.60285E-06	3.81555E-06	2.35459E-06	3.58097E-06	3.48656E-06	3.20549E-06
421	1.3345E-06	6.82193E-07	7.10042E-07	6.93224E-07	2.04382E-06	8.04691E-07	6.41835E-07	2.45374E-06	1.89549E-06	2.5856E-06	3.58408E-06	3.4945E-06	2.5729E-06	3.93181E-06	3.51388E-06	3.82747E-06
422	1.97101E-06	8.0709E-07	2.79771E-07	1.36194E-06	1.92707E-06	1.25142E-06	9.43338E-07	1.48594E-06	2.21531E-06	2.7547E-06	3.4325E-06	3.06864E-06	2.78985E-06	4.14322E-06	3.47411E-06	4.38539E-06
423	2.44565E-06	9.18072E-07	3.07217E-08	1.97704E-06	1.77072E-06	1.72533E-06	1.35803E-06	6.07638E-07	2.50449E-06	2.85155E-06	3.35159E-06	2.60295E-06	3.02115E-06	4.30962E-06	3.51595E-06	4.85274E-06
424	2.59976E-06	1.02926E-06	9.55813E-08	2.34177E-06	1.60412E-06	2.13718E-06	1.79903E-06	1.48553E-07	2.65793E-06	2.90445E-06	3.54285E-06	2.16175E-06	3.28232E-06	4.52455E-06	3.7867E-06	5.20326E-06
425	2.35167E-06	1.15848E-06	5.51061E-07	2.33841E-06	1.46443E-06	2.42898E-06	2.205E-06	3.32147E-07	2.62183E-06	2.96783E-06	4.14453E-06	1.82471E-06	3.60948E-06	4.87741E-06	4.40297E-06	5.45307E-06
426	1.88218E-06	1.33606E-06	1.28203E-06	2.11788E-06	1.41598E-06	2.64763E-06	2.59989E-06	1.02031E-06	2.51673E-06	3.18583E-06	5.07746E-06	1.72536E-06	4.10838E-06	5.44264E-06	5.37564E-06	5.7618E-06
427	1.42988E-06	1.59605E-06	2.13348E-06	1.89043E-06	1.52996E-06	2.86505E-06	3.02839E-06	1.99824E-06	2.50271E-06	3.72389E-06	6.22078E-06	2.00953E-06	4.90285E-06	6.29622E-06	6.69746E-06	6.32477E-06
428	1.22929E-06	1.97159E-06	2.95214E-06	1.86274E-06	1.87591E-06	3.15123E-06	3.53372E-06	3.05352E-06	2.73664E-06	4.74406E-06	7.45325E-06	2.82024E-06	6.11358E-06	7.51094E-06	8.35933E-06	7.33237E-06
429	1.50525E-06	2.49382E-06	3.59031E-06	2.23345E-06	2.51983E-06	3.57465E-06	4.15839E-06	3.98318E-06	3.37099E-06	6.39978E-06	8.66031E-06	4.29536E-06	7.85637E-06	9.15779E-06	1.03535E-05	8.97055E-06
430	2.27876E-06	3.14723E-06	4.01178E-06	3.03662E-06	3.44791E-06	4.182E-06	4.93783E-06	4.78833E-06	4.48107E-06	8.64744E-06	9.88167E-06	6.46903E-06	1.01436E-05	1.1279E-05	1.2707E-05	1.13576E-05
431	3.3477E-06	3.86871E-06	4.30926E-06	4.12782E-06	4.56259E-06	5.00143E-06	5.90623E-06	5.70362E-06	6.06328E-06	1.12367E-05	1.13416E-05	9.27043E-06	1.2887E-05	1.39005E-05	1.5503E-05	1.45532E-05
432	4.49524E-06	4.58604E-06	4.57192E-06	5.34798E-06	5.75511E-06	6.05065E-06	7.08644E-06	6.96321E-06	8.10051E-06	1.38891E-05	1.32497E-05	1.26101E-05	1.59713E-05	1.70222E-05	1.87986E-05	1.85887E-05
433	5.50773E-06	5.23028E-06	4.89237E-06	6.54164E-06	6.92031E-06	7.35124E-06	8.5058E-06	8.80409E-06	1.05795E-05	1.63354E-05	1.5824E-05	1.64042E-05	1.92907E-05	2.0654E-05	2.2662E-05	2.35054E-05
434	6.21831E-06	5.7544E-06	5.3554E-06	7.58336E-06	7.97887E-06	8.9162E-06	1.01909E-05	1.14129E-05	1.34907E-05	1.83949E-05	1.9244E-05	2.05979E-05	2.28053E-05	2.48417E-05	2.71898E-05	2.93589E-05
435	6.72508E-06	6.23656E-06	6.00363E-06	8.51724E-06	8.9985E-06	1.07092E-05	1.21644E-05	1.46915E-05	1.68453E-05	2.0395E-05	2.34726E-05	2.53055E-05	2.68546E-05	2.98378E-05	3.26448E-05	3.62913E-05
436	7.22965E-06	6.80787E-06	6.87284E-06	9.45962E-06	1.01117E-05	1.26922E-05	1.44657E-05	1.84624E-05	2.06871E-05	2.28716E-05	2.843E-05	3.07386E-05	3.19517E-05	3.60124E-05	3.9397E-05	4.45293E-05
437	7.91628E-06	7.58373E-06	7.98436E-06	1.05054E-05	1.14287E-05	1.48012E-05	1.71045E-05	2.25142E-05	2.50196E-05	2.63094E-05	3.39808E-05	3.70475E-05	3.85444E-05	4.36635E-05	4.77376E-05	5.42126E-05
438	8.97438E-06	8.68498E-06	9.3653E-06	1.17576E-05	1.30675E-05	1.69837E-05	2.01023E-05	2.66505E-05	2.98616E-05	3.12089E-05	4.00133E-05	4.44043E-05	4.71002E-05	5.31131E-05	5.79848E-05	6.55122E-05
439	1.04413E-05	1.01303E-05	1.09872E-05	1.32408E-05	1.50392E-05	1.92177E-05	2.34181E-05	3.07352E-05	3.51344E-05	3.76321E-05	4.64109E-05	5.27345E-05	5.75828E-05	6.42624E-05	7.00429E-05	7.827E-05
440	1.21052E-05	1.17706E-05	1.27304E-05	1.48512E-05	1.71788E-05	2.15306E-05	2.69079E-05	3.47307E-05	4.05999E-05	4.49228E-05	5.30487E-05	6.15596E-05	6.91291E-05	7.63222E-05	8.31366E-05	9.17878E-05
441	1.37474E-05	1.34578E-05	1.44843E-05	1.64927E-05	1.93285E-05	2.39832E-05	3.04549E-05	3.86546E-05	4.60603E-05	5.24214E-05	5.98724E-05	7.04482E-05	8.08969E-05	8.85459E-05	9.65441E-05	0.000105444
442	1.51208E-05	1.50156E-05	1.61077E-05	1.80341E-05	2.12892E-05	2.65852E-05	3.38781E-05	4.24416E-05	5.12209E-05	5.93614E-05	6.67017E-05	7.88219E-05	9.18792E-05	0.000100005	0.000109346	0.000118398
443	1.60137E-05	1.62897E-05	1.74775E-05	1.93643E-05	2.28947E-05	2.93393E-05	3.70202E-05	4.60405E-05	5.58263E-05	6.50714E-05	7.33778E-05	8.61838E-05	0.000101191	0.000109896	0.000120738	0.000129929
444	1.64179E-05	1.7214E-05	1.85137E-05	2.04139E-05	2.41071E-05	3.19987E-05	3.96922E-05	4.92123E-05	5.96066E-05	6.93174E-05	7.94615E-05	9.22034E-05	0.000108408	0.000117835	0.000130217	0.000139542
445	1.64265E-05	1.7766E-05	1.91579E-05	2.11342E-05	2.49526E-05	3.41909E-05	4.16893E-05	5.16239E-05	6.22839E-05	7.20841E-05	8.43731E-05	9.66331E-05	0.00011334	0.00012365	0.000137428	0.000146858
446	1.6134E-05	1.7924E-05	1.93519E-05	2.14768E-05	2.54584E-05	3.55422E-05	4.28065E-05	5.29415E-05	6.35808E-05	7.33593E-05	8.75317E-05	9.92271E-05	0.000115799	0.000127172	0.000142017	0.0001515
447	1.56345E-05	1.76657E-05	1.90371E-05	2.13928E-05	2.56506E-05	3.56783E-05	4.28378E-05	5.28299E-05	6.32184E-05	7.31287E-05	8.83538E-05	9.97366E-05	0.000115592	0.000128227	0.000143627	0.000153087
448	1.50127E-05	1.70143E-05	1.82335E-05	2.08853E-05	2.55284E-05	3.44819E-05	4.17305E-05	5.12069E-05	6.11869E-05	7.14937E-05	8.66512E-05	9.81502E-05	0.000112827	0.00012684	0.000142192	0.000151572
449	1.43325E-05	1.60863E-05	1.71229E-05	2.00648E-05	2.50333E-05	3.23707E-05	3.97499E-05	4.85155E-05	5.80347E-05	6.87944E-05	8.30567E-05	9.49473E-05	0.000108227	0.000123434	0.00013824	0.0001476
450	1.36553E-05	1.50104E-05	1.59083E-05	1.90556E-05	2.40997E-05	2.98307E-05	3.7202E-05	4.52657E-05	5.43814E-05	6.54017E-05	7.83071E-05	9.067E-05	0.000102594	0.000118489	0.00013238	0.000141905
451	1.30229E-05	1.38943E-05	1.47703E-05	1.7955E-05	2.26269E-05	2.7307E-05	3.43408E-05	4.19044E-05	5.07706E-05	6.15929E-05	7.30293E-05	8.57303E-05	9.65833E-05	0.000112309	0.000125027	0.000135016
452	1.2511E-05	1.2883E-05	1.39183E-05	1.69116E-05	2.06155E-05	2.52989E-05	3.15257E-05	3.89839E-05	4.78624E-05	5.78335E-05	6.80539E-05	8.08012E-05	9.11201E-05	0.000105572	0.000117016	0.000127881
453	1.20952E-05	1.20089E-05	1.33314E-05	1.5974E-05	1.82881E-05	2.38744E-05	2.89569E-05	3.66369E-05	4.57199E-05	5.43474E-05	6.36969E-05	7.62169E-05	8.64838E-05	9.88117E-05	0.000109058	0.00012104
454	1.17059E-05	1.12532E-05	1.28706E-05	1.51496E-05	1.60181E-05	2.28806E-05	2.67769E-05	3.47959E-05	4.4111E-05	5.12791E-05	6.00496E-05	7.21998E-05	8.26759E-05	9.25835E-05	0.000101915	0.000114928
455	1.12732E-05	1.05963E-05	1.23961E-05	1.44456E-05	1.41799E-05	2.21618E-05	2.51275E-05	3.33911E-05	4.2801E-05	4.87718E-05	5.72001E-05	6.89698E-05	7.96941E-05	8.74433E-05	9.63452E-05	0.000109973
456	1.07378E-05	1.00284E-05	1.17796E-05	1.38822E-05	1.31578E-05	2.15836E-05	2.41719E-05	3.23835E-05	4.15955E-05	4.70122E-05	5.52881E-05	6.68086E-05	7.76097E-05	8.40228E-05	9.31913E-05	0.000106706
457	1.00568E-05	9.51614E-06	1.09406E-05	1.34303E-05	1.30898E-05	2.10127E-05	2.39189E-05	3.16847E-05	4.03514E-05	4.6035E-05	5.43139E-05	6.57702E-05	7.63586E-05	8.25642E-05	9.27297E-05	0.000105307
458	9.28416E-06	9.02868E-06	9.96926E-06	1.3026E-05	1.36337E-05	2.04319E-05	2.41591E-05	3.12684E-05	3.92618E-05	4.57865E-05	5.42598E-05	6.57531E-05	7.59857E-05	8.28865E-05	9.4462E-05	0.00010574
459	8.48553E-06	8.53414E-06	8.97789E-06	1.25984E-05	1.43793E-05	1.9837E-05	2.46496E-05	3.11122E-05	3.85601E-05	4.61939E-05	5.50977E-05	6.66253E-05	7.65398E-05	8.47388E-05	9.77706E-05	0.000107926
460	7.7265E-06	8.0006E-06	8.07864E-06	1.20765E-05	1.49163E-05	1.92241E-05	2.51476E-05	3.11936E-05	3.848E-05	4.71846E-05	5.67996E-05	6.82547E-05	7.80699E-05	8.78705E-05	0.000102037	0.000111788
461	7.07756E-06	7.411E-06	7.38555E-06	1.14168E-05	1.48972E-05	1.86246E-05	2.54743E-05	3.15415E-05	3.92889E-05	4.87619E-05	5.94146E-05	7.06243E-05	8.0736E-05	9.21759E-05	0.000106857	0.000117402
462	6.53253E-06	6.7669E-06	6.89937E-06	1.06486E-05	1.43489E-05	1.81045E-05	2.56559E-05	3.21518E-05	4.09108E-05	5.08468E-05	6.27396E-05	7.36513E-05	8.44143E-05	9.74186E-05	0.000112115	0.0001244
463	6.06559E-06	6.10676E-06	6.58108E-06	9.88302E-06	1.35641E-05	1.78106E-05	2.59167E-05	3.30987E-05	4.31888E-05	5.34584E-05	6.65976E-05	7.74254E-05	8.90561E-05	0.000103554	0.000118179	0.000132493
464	5.65037E-06	5.4696E-06	6.39076E-06	9.23271E-06	1.28405E-05	1.78919E-05	2.64845E-05	3.44575E-05	4.59631E-05	5.6616E-05	7.08102E-05	8.20377E-05	9.46122E-05	0.000110539	0.000125425	0.000141388
465	5.26038E-06	4.89462E-06	6.28825E-06	8.81061E-06	1.24766E-05	1.84972E-05	2.75878E-05	3.63032E-05	4.90731E-05	6.03388E-05	7.51985E-05	8.75792E-05	0.000101033	0.00011833	0.000134228	0.000150794
466	4.88234E-06	4.41948E-06	6.24774E-06	8.68188E-06	1.26558E-05	1.97046E-05	2.93689E-05	3.87264E-05	5.24871E-05	6.4713E-05	7.98537E-05	9.42279E-05	0.000108502	0.000127147	0.000144983	0.000160959
467	4.49427E-06	4.0454E-06	6.22853E-06	8.75003E-06	1.32318E-05	2.13092E-05	3.15884E-05	4.1581E-05	5.60779E-05	6.95167E-05	8.48744E-05	0.000101693	0.000116936	0.000136886	0.000157118	0.000172146
468	4.08517E-06	3.78091E-06	6.20169E-06	8.91727E-06	1.40433E-05	2.31075E-05	3.40147E-05	4.47668E-05	5.98079E-05	7.46135E-05	9.05195E-05	0.000109804	0.00012643	0.000147645	0.000170218	0.000184939
469	3.64386E-06	3.6346E-06	6.13785E-06	9.0845E-06	1.4927E-05	2.48934E-05	3.64132E-05	4.81817E-05	6.36389E-05	7.98652E-05	9.70517E-05	0.000118389	0.00013708	0.000159525	0.000183859	0.000199928
470	3.16472E-06	3.61083E-06	6.01249E-06	9.16762E-06	1.57347E-05	2.64846E-05	3.85791E-05	5.17343E-05	6.75514E-05	8.51662E-05	0.000104699	0.000127304	0.00014896	0.000172614	0.000197699	0.000217631
