Name	0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255
Date	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018
Time	06:25pm	06:28pm	06:30pm	06:32pm	06:34pm	06:36pm	06:38pm	06:40pm	06:41pm	06:43pm	06:44pm	06:46pm	06:47pm	06:48pm	06:50pm	06:50pm
416	0	2.55766E-07	1.037E-06	1.86785E-06	4.71096E-06	7.28083E-06	1.16137E-05	1.79857E-05	2.56164E-05	2.72329E-05	3.79799E-05	4.77926E-05	5.40521E-05	6.52739E-05	7.33003E-05	8.85899E-05
417	0	5.28883E-07	1.18079E-06	2.12107E-06	6.05042E-06	8.93088E-06	1.44226E-05	2.18109E-05	3.10756E-05	3.47661E-05	4.61019E-05	5.72114E-05	6.57148E-05	7.87588E-05	9.00835E-05	0.000108246
418	0	7.62591E-07	1.34746E-06	2.50315E-06	7.61583E-06	1.10822E-05	1.78685E-05	2.64604E-05	3.74871E-05	4.39921E-05	5.60941E-05	6.89205E-05	8.03004E-05	9.54891E-05	0.000110421	0.000132357
419	0	8.62469E-07	1.49116E-06	3.11146E-06	9.37911E-06	1.38603E-05	2.20109E-05	3.21043E-05	4.50559E-05	5.4969E-05	6.82147E-05	8.348E-05	9.83844E-05	0.000116122	0.000134657	0.000161269
420	1.20469E-07	7.45742E-07	1.57218E-06	4.03457E-06	1.13193E-05	1.73829E-05	2.69153E-05	3.89142E-05	5.39956E-05	6.7773E-05	8.27462E-05	0.000101456	0.000120543	0.000141333	0.00016321	0.000195414
421	3.54971E-07	4.62954E-07	1.6212E-06	5.2614E-06	1.3496E-05	2.16794E-05	3.27176E-05	4.70813E-05	6.46244E-05	8.26908E-05	0.000100267	0.000123516	0.000147371	0.000172066	0.000197353	0.000236217
422	6.17096E-07	1.53538E-07	1.71657E-06	6.7175E-06	1.60302E-05	2.67328E-05	3.96188E-05	5.68357E-05	7.73663E-05	0.000100194	0.000121604	0.000150456	0.000179559	0.000209531	0.000239038	0.000285893
423	8.66919E-07	0	1.9364E-06	8.32714E-06	1.90403E-05	3.25217E-05	4.78131E-05	6.83976E-05	9.26311E-05	0.000120738	0.000147567	0.000183048	0.000217767	0.000254902	0.000290175	0.000346612
424	1.0649E-06	1.15672E-08	2.35805E-06	1.00153E-05	2.26434E-05	3.90248E-05	5.74931E-05	8.19853E-05	0.000110825	0.000144775	0.000178954	0.000222057	0.000262647	0.000309343	0.000352657	0.000420519
425	1.18856E-06	4.02039E-07	3.03962E-06	1.17497E-05	2.69597E-05	4.63061E-05	6.88829E-05	9.79056E-05	0.000132428	0.000172895	0.00021655	0.000268327	0.000315163	0.00037413	0.000428341	0.00050976
426	1.27299E-06	1.0309E-06	3.97224E-06	1.36369E-05	3.21053E-05	5.46972E-05	8.22787E-05	0.000116719	0.000158108	0.000206068	0.000260978	0.000322834	0.000377183	0.000450725	0.000518746	0.000616216
427	1.36681E-06	1.76246E-06	5.13595E-06	1.5826E-05	3.82247E-05	6.46364E-05	9.80672E-05	0.000139145	0.000188715	0.000245533	0.000313062	0.000386875	0.000451106	0.000541041	0.000625783	0.000742265
428	1.51751E-06	2.4626E-06	6.50982E-06	1.84594E-05	4.54495E-05	7.65373E-05	0.000116601	0.000165855	0.000225031	0.000292442	0.000373524	0.00046162	0.00053917	0.00064681	0.000751162	0.000890044
429	1.77065E-06	3.0027E-06	8.074E-06	2.16763E-05	5.39106E-05	9.08057E-05	0.000138234	0.00019751	0.000267835	0.000347936	0.000443107	0.000548247	0.000643588	0.000769778	0.000896617	0.001061723
430	2.13074E-06	3.36914E-06	9.83231E-06	2.55757E-05	6.37748E-05	0.000107762	0.000163441	0.000234759	0.000317991	0.000413238	0.000523336	0.000648613	0.000766604	0.00091271	0.001065144	0.00126109
431	2.55956E-06	3.68051E-06	1.18282E-05	3.0246E-05	7.53329E-05	0.000127774	0.000193049	0.000278549	0.000376881	0.000490215	0.000617305	0.00076619	0.00091152	0.001080717	0.001262556	0.001495422
432	3.01213E-06	4.05343E-06	1.40846E-05	3.57168E-05	8.87364E-05	0.000150966	0.000227528	0.000329308	0.000445186	0.000579821	0.000726982	0.000903043	0.001079941	0.001276935	0.00149237	0.001769277
433	3.44578E-06	4.60711E-06	1.66333E-05	4.20415E-05	0.000104196	0.000177566	0.000267501	0.000387681	0.000523884	0.000683393	0.000854817	0.001061837	0.001274179	0.00150534	0.001759079	0.002088369
434	3.83293E-06	5.4361E-06	1.94944E-05	4.92713E-05	0.000121912	0.000207807	0.000313533	0.000454297	0.000613924	0.000802206	0.001003045	0.001245097	0.001496502	0.001769627	0.002066919	0.002458014
435	4.23234E-06	6.49554E-06	2.26196E-05	5.74447E-05	0.00014204	0.000241982	0.000365884	0.000529729	0.00071613	0.000937208	0.001172708	0.001454623	0.001748988	0.002072003	0.002418762	0.002881388
436	4.7393E-06	7.70029E-06	2.59688E-05	6.66779E-05	0.000164922	0.000280746	0.000425227	0.000615284	0.000832306	0.001090573	0.001366104	0.001694031	0.002036146	0.002417103	0.002820457	0.003365034
437	5.43855E-06	8.94986E-06	2.94466E-05	7.69472E-05	0.000190551	0.000324168	0.000491346	0.000710981	0.000962512	0.001262198	0.001582684	0.001963411	0.002358236	0.002804541	0.003271984	0.003908507
438	6.418E-06	1.01513E-05	3.29823E-05	8.82863E-05	0.000219066	0.000372557	0.000564391	0.000817364	0.001107522	0.001452909	0.001823065	0.002264285	0.002717245	0.003235975	0.003775707	0.004514207
439	7.66793E-06	1.12556E-05	3.65293E-05	0.000100486	0.00024992	0.00042505	0.000642967	0.000932488	0.001264719	0.001659223	0.002082676	0.002591128	0.003106835	0.003703406	0.00432254	0.005171178
440	9.0184E-06	1.2286E-05	4.00806E-05	0.000112937	0.000281448	0.000478865	0.000723143	0.001050322	0.001425932	0.001870591	0.002348429	0.002926838	0.003506998	0.00418298	0.004884592	0.00584655
441	1.02971E-05	1.32882E-05	4.36853E-05	0.000125143	0.000312256	0.000531681	0.000801717	0.001165854	0.001584373	0.002078299	0.002609579	0.003257153	0.00390114	0.004654959	0.005438756	0.006513234
442	1.13101E-05	1.42785E-05	4.72966E-05	0.000136338	0.000340274	0.000580029	0.000873753	0.001271557	0.001729843	0.002269156	0.002849757	0.003560801	0.004264273	0.005089594	0.005950234	0.007130149
443	1.18936E-05	1.52765E-05	5.08838E-05	0.000145898	0.000363822	0.000621081	0.000935248	0.001361307	0.001854013	0.002432404	0.003055635	0.003820371	0.004575974	0.005462578	0.006390572	0.007663701
444	1.20656E-05	1.62157E-05	5.41844E-05	0.000153409	0.000382014	0.000653194	0.000983681	0.001431539	0.001951803	0.002561337	0.003218855	0.004025307	0.004823509	0.005758797	0.006741939	0.00809211
445	1.1935E-05	1.69863E-05	5.68195E-05	0.00015856	0.00039436	0.000675316	0.001017268	0.00147997	0.002019752	0.002651271	0.003333541	0.004168474	0.004997984	0.005967724	0.006991802	0.008399493
446	1.16121E-05	1.74783E-05	5.84096E-05	0.000161044	0.000400382	0.000686409	0.001034245	0.001504347	0.00205444	0.002697575	0.003393883	0.00424282	0.005090598	0.006078948	0.007127769	0.008570125
447	1.12065E-05	1.7581E-05	5.85731E-05	0.000160547	0.000399585	0.000685413	0.001032815	0.001502368	0.002052382	0.002695531	0.003393958	0.004241159	0.00509239	0.006081862	0.007137214	0.008588
448	1.08047E-05	1.72514E-05	5.71801E-05	0.000157058	0.000392005	0.000672307	0.001012863	0.001473975	0.002013378	0.0026448	0.003333191	0.004163076	0.005002551	0.005975577	0.007018756	0.008451018
449	1.04423E-05	1.65865E-05	5.46223E-05	0.000151189	0.000378763	0.000649207	0.000977732	0.001423729	0.001944005	0.002554071	0.003222029	0.004022119	0.004837088	0.005779243	0.006794202	0.008185743
450	1.01493E-05	1.57009E-05	5.13576E-05	0.00014363	0.000361122	0.000618501	0.000931211	0.001356781	0.001851704	0.002433183	0.00307232	0.003833616	0.004614147	0.005514561	0.00648831	0.007822393
451	9.9403E-06	1.46873E-05	4.77722E-05	0.000134865	0.000339823	0.000581692	0.000875754	0.001276336	0.001741264	0.002288492	0.002891509	0.0036074	0.004345257	0.00519532	0.00611652	0.00737994
452	9.85061E-06	1.36802E-05	4.43804E-05	0.000125797	0.000316716	0.000542148	0.000816598	0.001189702	0.001623032	0.00213364	0.00269632	0.003364812	0.004055822	0.004851865	0.005713868	0.006900918
453	9.7978E-06	1.27249E-05	4.13085E-05	0.00011682	0.000292939	0.000501766	0.000756497	0.001101021	0.001502629	0.001975897	0.002496194	0.003117399	0.003759693	0.004500512	0.005299996	0.006408661
454	9.64035E-06	1.18293E-05	3.85059E-05	0.00010817	0.00026956	0.00046216	0.000697628	0.00101386	0.001384661	0.0018211	0.002299206	0.002874591	0.003468307	0.004154559	0.004891642	0.005922623
455	9.23648E-06	1.10008E-05	3.59199E-05	0.000100077	0.000247639	0.000424935	0.000642157	0.000931769	0.001273704	0.001675049	0.002113386	0.002645762	0.003193038	0.003827224	0.004505454	0.005462149
456	8.45333E-06	1.02563E-05	3.35298E-05	9.28602E-05	0.000228448	0.00039206	0.000592793	0.000859086	0.001175416	0.001544968	0.001948554	0.002442537	0.002947971	0.003534985	0.004161909	0.005051234
457	7.25057E-06	9.57736E-06	3.12648E-05	8.65058E-05	0.000212251	0.000363887	0.000549974	0.000796669	0.001090794	0.001432184	0.001806746	0.002267014	0.002735756	0.003280884	0.003865089	0.004694441
458	5.84507E-06	8.92352E-06	2.91293E-05	8.07802E-05	0.000198348	0.000339371	0.00051239	0.000742439	0.001017024	0.001333536	0.001683559	0.002113742	0.002550068	0.003057821	0.003605821	0.004381263
459	4.48765E-06	8.24971E-06	2.71332E-05	7.54057E-05	0.000185873	0.000317215	0.000478399	0.000693784	0.000950592	0.001245018	0.001573416	0.001975867	0.002382905	0.002856774	0.003372494	0.004098371
460	3.42924E-06	7.51087E-06	2.52862E-05	7.01043E-05	0.000173958	0.000296121	0.000446364	0.00064809	0.000887985	0.001162623	0.001470736	0.001846534	0.002226262	0.002668716	0.00315349	0.00383243
461	2.89916E-06	6.67969E-06	2.36295E-05	6.47235E-05	0.000162044	0.000275308	0.000415377	0.000603827	0.000827167	0.001084191	0.001372329	0.001721896	0.002075737	0.00248888	0.002942327	0.00357628
462	2.85563E-06	5.7895E-06	2.2104E-05	5.92309E-05	0.00014982	0.000254323	0.000384597	0.000559707	0.000766407	0.001007077	0.001274858	0.001598074	0.00192658	0.002311462	0.002732332	0.003321874
463	3.10979E-06	4.93402E-06	2.06732E-05	5.38921E-05	0.000137679	0.000233869	0.000354667	0.000516687	0.000707022	0.000932104	0.001179651	0.001477129	0.001781035	0.002138683	0.002526913	0.003073028
464	3.4697E-06	4.20811E-06	1.93006E-05	4.89767E-05	0.000126023	0.000214661	0.000326242	0.000475741	0.00065036	0.000860121	0.001088076	0.001361176	0.001641404	0.001972823	0.002329564	0.002833654
465	3.74269E-06	3.70692E-06	1.79492E-05	4.47552E-05	0.000115256	0.000197414	0.00029998	0.000437849	0.000597774	0.000791982	0.001001507	0.001252341	0.001509999	0.001816175	0.002143795	0.002607687
466	3.82141E-06	3.47472E-06	1.66288E-05	4.14249E-05	0.000105827	0.000182828	0.000276772	0.000404331	0.000551137	0.00072975	0.00092273	0.001154226	0.001391076	0.001673579	0.001975696	0.002402444
467	3.74893E-06	3.4248E-06	1.53224E-05	3.87239E-05	9.74925E-05	0.00017021	0.000255938	0.000374207	0.000509302	0.000672552	0.000850586	0.001064901	0.00128256	0.001542697	0.001821996	0.002214369
468	3.59552E-06	3.46196E-06	1.40514E-05	3.64359E-05	9.01896E-05	0.00015915	0.000237298	0.000347233	0.00047214	0.000621012	0.000785774	0.000984682	0.001185126	0.001424553	0.001683276	0.002044663
469	3.43243E-06	3.4897E-06	1.28375E-05	3.43416E-05	8.38566E-05	0.00014923	0.000220673	0.000323159	0.000439522	0.00057576	0.000729004	0.000913889	0.001099461	0.001320184	0.001560128	0.001894543
470	3.32307E-06	3.42198E-06	1.17042E-05	3.22455E-05	7.84352E-05	0.000140076	0.000205907	0.000301762	0.000411304	0.000537332	0.000680865	0.000852775	0.001026127	0.001230469	0.001453055	0.001765025
471	3.24767E-06	3.25784E-06	1.06501E-05	3.00703E-05	7.36554E-05	0.000131245	0.00019242	0.000282081	0.000385913	0.000503694	0.000638712	0.000798301	0.000961326	0.001150927	0.001357182	0.0016497
472	3.17279E-06	3.06809E-06	9.75833E-06	2.80675E-05	6.97937E-05	0.000123432	0.000181136	0.0002653	0.000364487	0.00047599	0.00060394	0.000752871	0.00090761	0.001084626	0.001277016	0.00155312
473	3.0531E-06	2.91204E-06	9.06842E-06	2.63727E-05	6.68418E-05	0.000116823	0.000172225	0.000251507	0.000346669	0.00045341	0.000575466	0.000715785	0.000863794	0.001030143	0.001211762	0.001473393
474	2.84377E-06	2.84827E-06	8.61941E-06	2.512E-05	6.47899E-05	0.000111605	0.000165857	0.000240784	0.000332105	0.000435141	0.000552208	0.000686337	0.00082869	0.000986057	0.001160616	0.001408627
475	2.53477E-06	2.88781E-06	8.4153E-06	2.4358E-05	6.35379E-05	0.000107787	0.000161856	0.000232944	0.000320432	0.00042046	0.000533251	0.000663568	0.000801031	0.000950945	0.001121964	0.001356809
476	2.16768E-06	2.95857E-06	8.38565E-06	2.39456E-05	6.27052E-05	0.000104874	0.000159156	0.00022688	0.000310621	0.000407919	0.000516846	0.000644737	0.000777757	0.000921419	0.001090569	0.001312933
477	1.79997E-06	2.99393E-06	8.49018E-06	2.38314E-05	6.21677E-05	0.000102799	0.000157325	0.00022243	0.000302997	0.000397862	0.000503525	0.000629876	0.000759192	0.000898114	0.001065824	0.001277716
478	1.48261E-06	2.9218E-06	8.67066E-06	2.39114E-05	6.16647E-05	0.000101259	0.000155585	0.000218924	0.00029718	0.000389708	0.000492649	0.000617563	0.000743901	0.000879574	0.001044673	0.001248889
