380,0.00019222,0.00019615,0.0075837
381,0.00022979,0.00023486,0.0090636
382,0.00026736,0.00027356,0.010543
383,0.00030494,0.00031226,0.012023
384,0.00034251,0.00035097,0.013503
385,0.00038008,0.00038967,0.014983
386,0.00045728,0.00047054,0.018079
387,0.00053448,0.00055142,0.021176
388,0.00061167,0.00063229,0.024272
389,0.00068887,0.00071316,0.027369
390,0.00076607,0.00079403,0.030465
391,0.00090742,0.00094473,0.036141
392,0.0010488,0.0010954,0.041818
393,0.0011901,0.0012461,0.047495
394,0.0013315,0.0013968,0.053171
395,0.0014728,0.0015475,0.058848
396,0.0017093,0.001803,0.068616
397,0.0019459,0.0020586,0.078384
398,0.0021824,0.0023141,0.088152
399,0.0024189,0.0025696,0.09792
400,0.0026554,0.0028252,0.10769
401,0.0030009,0.0032106,0.12204
402,0.0033465,0.0035959,0.1364
403,0.003692,0.0039813,0.15076
404,0.0040376,0.0043667,0.16511
405,0.0043832,0.0047521,0.17947
406,0.0048846,0.0053369,0.20055
407,0.0053861,0.0059217,0.22163
408,0.0058876,0.0065065,0.24271
409,0.006389,0.0070914,0.26379
410,0.0068905,0.0076762,0.28487
411,0.0076795,0.008628,0.31841
412,0.0084684,0.0095798,0.35196
413,0.0092574,0.010532,0.3855
414,0.010046,0.011483,0.41904
415,0.010835,0.012435,0.45258
416,0.011833,0.013732,0.49392
417,0.012831,0.015029,0.53526
418,0.013829,0.016325,0.5766
419,0.014827,0.017622,0.61794
420,0.015825,0.018919,0.65928
421,0.016655,0.020213,0.69006
422,0.017484,0.021507,0.72084
423,0.018313,0.022801,0.75162
424,0.019143,0.024095,0.7824
425,0.019972,0.025389,0.81319
426,0.020641,0.02666,0.83206
427,0.021309,0.027932,0.85094
428,0.021978,0.029203,0.86982
429,0.022646,0.030475,0.88869
430,0.023315,0.031746,0.90757
431,0.024019,0.033297,0.92148
432,0.024723,0.034849,0.93538
433,0.025427,0.0364,0.94929
434,0.026132,0.037952,0.9632
435,0.026836,0.039503,0.9771
436,0.027489,0.041154,0.98168
437,0.028142,0.042804,0.98626
438,0.028795,0.044455,0.99084
439,0.029448,0.046105,0.99542
440,0.030101,0.047756,1
441,0.030556,0.049309,0.99401
442,0.03101,0.050861,0.98802
443,0.031465,0.052414,0.98202
444,0.03192,0.053966,0.97603
445,0.032374,0.055519,0.97004
446,0.032763,0.057137,0.9581
447,0.033151,0.058755,0.94617
448,0.033539,0.060374,0.93423
449,0.033928,0.061992,0.92229
450,0.034316,0.063611,0.91035
451,0.034813,0.065519,0.89827
452,0.035309,0.067427,0.88618
453,0.035806,0.069336,0.8741
454,0.036302,0.071244,0.86201
455,0.036798,0.073153,0.84992
456,0.037679,0.075741,0.83974
457,0.03856,0.078329,0.82956
458,0.03944,0.080917,0.81937
459,0.040321,0.083505,0.80919
460,0.041201,0.086093,0.79901
461,0.042877,0.089972,0.79207
462,0.044553,0.093851,0.78513
463,0.04623,0.09773,0.77819
464,0.047906,0.10161,0.77125
465,0.049582,0.10549,0.76431
466,0.052198,0.11044,0.74924
467,0.054813,0.11539,0.73417
468,0.057429,0.12034,0.71911
469,0.060045,0.12529,0.70404
470,0.062661,0.13024,0.68897
471,0.066118,0.13578,0.66774
472,0.069575,0.14131,0.64651
473,0.073032,0.14685,0.62528
474,0.076489,0.15238,0.60406
475,0.079946,0.15792,0.58283
476,0.084337,0.16414,0.55979
477,0.088728,0.17036,0.53674
478,0.093119,0.17658,0.5137
479,0.09751,0.1828,0.49066
480,0.1019,0.18902,0.46762
481,0.10721,0.19613,0.44664
482,0.11251,0.20325,0.42566
483,0.11782,0.21036,0.40469
484,0.12312,0.21748,0.38371
485,0.12843,0.22459,0.36274
486,0.13514,0.23315,0.34548
487,0.14186,0.2417,0.32822
488,0.14857,0.25026,0.31096
489,0.15528,0.25881,0.2937
490,0.16199,0.26736,0.27644
491,0.17079,0.27861,0.26336
492,0.17958,0.28986,0.25028
493,0.18837,0.30111,0.2372
494,0.19716,0.31237,0.22411
495,0.20595,0.32362,0.21103
496,0.21734,0.33823,0.20153
497,0.22872,0.35285,0.19203
498,0.24011,0.36747,0.18253
499,0.25149,0.38209,0.17303
500,0.26287,0.39671,0.16353
501,0.2774,0.41514,0.1563
502,0.29193,0.43357,0.14907
503,0.30645,0.452,0.14185
504,0.32098,0.47043,0.13462
505,0.33551,0.48885,0.12739
506,0.35302,0.51019,0.12102
507,0.37053,0.53153,0.11465
508,0.38804,0.55287,0.10828
509,0.40555,0.5742,0.10191
510,0.42306,0.59554,0.095539
511,0.44242,0.6177,0.089938
512,0.46178,0.63986,0.084338
513,0.48113,0.66202,0.078738
514,0.50049,0.68417,0.073137
515,0.51985,0.70633,0.067537
516,0.53924,0.72681,0.063504
517,0.55863,0.74728,0.059472
518,0.57802,0.76776,0.055439
519,0.59741,0.78823,0.051407
520,0.61679,0.8087,0.047374
521,0.6338,0.82448,0.044855
522,0.65081,0.84025,0.042337
523,0.66781,0.85602,0.039818
524,0.68482,0.87179,0.037299
525,0.70183,0.88756,0.034781
526,0.71612,0.89847,0.032942
527,0.73041,0.90937,0.031104
528,0.7447,0.92028,0.029265
529,0.75899,0.93118,0.027427
530,0.77329,0.94208,0.025588
531,0.78541,0.94944,0.024102
532,0.79754,0.95679,0.022616
533,0.80966,0.96415,0.02113
534,0.82179,0.9715,0.019643
535,0.83391,0.97886,0.018157
536,0.84381,0.98264,0.017005
537,0.85372,0.98641,0.015853
538,0.86362,0.99019,0.014701
539,0.87352,0.99397,0.013549
540,0.88343,0.99775,0.012397
541,0.89132,0.9982,0.011565
542,0.89922,0.99865,0.010732
543,0.90712,0.9991,0.0098997
544,0.91501,0.99955,0.0090671
545,0.92291,1,0.0082346
546,0.92911,0.99753,0.0076741
547,0.9353,0.99507,0.0071137
548,0.9415,0.9926,0.0065533
549,0.9477,0.99013,0.0059929
550,0.95389,0.98767,0.0054325
551,0.95864,0.98258,0.0050706
552,0.96338,0.9775,0.0047088
553,0.96813,0.97242,0.0043469
554,0.97287,0.96734,0.003985
555,0.97762,0.96225,0.0036232
556,0.98078,0.95451,0.0033995
557,0.98394,0.94677,0.0031758
558,0.9871,0.93903,0.0029521
559,0.99025,0.93129,0.0027285
560,0.99341,0.92355,0.0025048
561,0.99473,0.91312,0.0023653
562,0.99605,0.90268,0.0022258
563,0.99737,0.89225,0.0020863
564,0.99868,0.88182,0.0019468
565,1,0.87138,0.0018073
566,0.99949,0.85856,0.0017275
567,0.99898,0.84574,0.0016478
568,0.99847,0.83292,0.001568
569,0.99796,0.82009,0.0014883
570,0.99745,0.80727,0.0014085
571,0.99512,0.79247,0.0013706
572,0.9928,0.77767,0.0013327
573,0.99047,0.76287,0.0012948
574,0.98815,0.74807,0.0012569
575,0.98583,0.73326,0.001219
576,0.98158,0.7169,0.0011987
577,0.97734,0.70054,0.0011784
578,0.97309,0.68418,0.0011581
579,0.96885,0.66782,0.0011378
580,0.96461,0.65146,0.0011175
581,0.9584,0.63412,0.0010851
582,0.95219,0.61678,0.0010528
583,0.94599,0.59944,0.0010204
584,0.93978,0.5821,0.00098801
585,0.93358,0.56475,0.00095563
586,0.92572,0.5473,0.00091727
587,0.91786,0.52985,0.00087891
588,0.91001,0.5124,0.00084054
589,0.90215,0.49495,0.00080218
590,0.89429,0.4775,0.00076382
591,0.88508,0.46076,0.00074933
592,0.87586,0.44403,0.00073484
593,0.86664,0.4273,0.00072036
594,0.85742,0.41056,0.00070587
595,0.8482,0.39383,0.00069138
596,0.8375,0.37865,0.00066515
597,0.8268,0.36348,0.00063891
598,0.8161,0.3483,0.00061268
599,0.8054,0.33313,0.00058644
600,0.79469,0.31795,0.00056021
601,0.78279,0.30441,0.00053411
602,0.77089,0.29087,0.00050801
603,0.75899,0.27733,0.00048191
604,0.74709,0.26378,0.00045581
605,0.73519,0.25024,0.0004297
606,0.72222,0.23889,0.00039682
607,0.70926,0.22755,0.00036393
608,0.69629,0.2162,0.00033105
609,0.68333,0.20485,0.00029816
610,0.67036,0.1935,0.00026528
611,0.65681,0.18427,0.00025158
612,0.64326,0.17503,0.00023789
613,0.62971,0.16579,0.0002242
614,0.61616,0.15655,0.0002105
615,0.60261,0.14732,0.00019681
616,0.58812,0.1399,0.00018912
617,0.57362,0.13249,0.00018142
618,0.55912,0.12507,0.00017373
619,0.54462,0.11766,0.00016604
620,0.53013,0.11024,0.00015834
621,0.51477,0.10434,0.00014607
622,0.49941,0.098448,0.0001338
623,0.48406,0.092551,0.00012153
624,0.4687,0.086655,0.00010926
625,0.45335,0.080759,9.6986e-05
626,0.43867,0.076281,8.9675e-05
627,0.424,0.071804,8.2364e-05
628,0.40933,0.067326,7.5053e-05
629,0.39465,0.062849,6.7742e-05
630,0.37998,0.058371,6.0431e-05
631,0.36696,0.055053,5.6874e-05
632,0.35394,0.051736,5.3317e-05
633,0.34093,0.048418,4.9761e-05
634,0.32791,0.0451,4.6204e-05
635,0.31489,0.041782,4.2647e-05
636,0.3032,0.03934,4.0448e-05
637,0.29152,0.036898,3.8248e-05
638,0.27983,0.034456,3.6049e-05
639,0.26814,0.032014,3.3849e-05
640,0.25645,0.029572,3.165e-05
641,0.24597,0.02779,2.9775e-05
642,0.23549,0.026007,2.7901e-05
643,0.22501,0.024225,2.6027e-05
644,0.21454,0.022443,2.4153e-05
645,0.20406,0.020661,2.2279e-05
646,0.19505,0.019415,2.0821e-05
647,0.18605,0.01817,1.9364e-05
648,0.17705,0.016925,1.7907e-05
649,0.16805,0.015679,1.645e-05
650,0.15904,0.014434,1.4993e-05
651,0.15162,0.013573,1.4087e-05
652,0.14419,0.012712,1.3181e-05
653,0.13676,0.011852,1.2275e-05
654,0.12934,0.010991,1.1369e-05
655,0.12191,0.01013,1.0463e-05
656,0.1158,0.0095305,9.8433e-06
657,0.10969,0.0089308,9.2237e-06
658,0.10357,0.0083312,8.604e-06
659,0.097459,0.0077315,7.9843e-06
660,0.091345,0.0071319,7.3647e-06
661,0.086389,0.0066816,6.8999e-06
662,0.081432,0.0062314,6.4351e-06
663,0.076476,0.0057812,5.9702e-06
664,0.07152,0.0053309,5.5054e-06
665,0.066563,0.0048807,5.0406e-06
666,0.062882,0.0045757,4.7253e-06
667,0.0592,0.0042707,4.4101e-06
668,0.055518,0.0039657,4.0948e-06
669,0.051837,0.0036607,3.7796e-06
670,0.048155,0.0033557,3.4643e-06
671,0.045594,0.0031587,3.2607e-06
672,0.043033,0.0029616,3.057e-06
673,0.040472,0.0027645,2.8533e-06
674,0.03791,0.0025674,2.6496e-06
675,0.035349,0.0023703,2.446e-06
676,0.033409,0.0022308,2.3021e-06
677,0.031469,0.0020913,2.1582e-06
678,0.02953,0.0019518,2.0143e-06
679,0.02759,0.0018123,1.8704e-06
680,0.02565,0.0016728,1.7265e-06
681,0.024105,0.001568,1.6184e-06
682,0.02256,0.0014632,1.5103e-06
683,0.021014,0.0013584,1.4022e-06
684,0.019469,0.0012536,1.2942e-06
685,0.017924,0.0011489,1.1861e-06
686,0.016819,0.0010765,1.1113e-06
687,0.015714,0.0010042,1.0366e-06
688,0.014609,0.0009319,9.6187e-07
689,0.013504,0.00085958,8.8713e-07
690,0.0124,0.00078726,8.124e-07
691,0.011664,0.0007395,7.6312e-07
692,0.010928,0.00069173,7.1384e-07
693,0.010192,0.00064397,6.6457e-07
694,0.0094565,0.0005962,6.1529e-07
695,0.0087207,0.00054844,5.6601e-07
696,0.0082161,0.00051641,5.3292e-07
697,0.0077115,0.00048439,4.9982e-07
698,0.007207,0.00045236,4.6673e-07
699,0.0067024,0.00042033,4.3363e-07
700,0.0061978,0.00038831,4.0054e-07
701,0.0058432,0.00036621,3.7776e-07
702,0.0054887,0.00034411,3.5497e-07
703,0.0051341,0.00032201,3.3219e-07
704,0.0047796,0.00029991,3.0941e-07
705,0.004425,0.00027781,2.8663e-07
706,0.0041716,0.00026215,2.7048e-07
707,0.0039182,0.0002465,2.5434e-07
708,0.0036647,0.00023084,2.382e-07
709,0.0034113,0.00021518,2.2206e-07
710,0.0031578,0.00019953,2.0592e-07
711,0.0029738,0.00018816,1.9419e-07
712,0.0027897,0.0001768,1.8246e-07
713,0.0026056,0.00016543,1.7073e-07
714,0.0024215,0.00015407,1.59e-07
715,0.0022374,0.0001427,1.4727e-07
716,0.0021058,0.00013456,1.3886e-07
717,0.0019742,0.00012641,1.3045e-07
718,0.0018426,0.00011826,1.2204e-07
719,0.001711,0.00011011,1.1363e-07
720,0.0015794,0.00010196,1.0522e-07
721,0.0014867,9.6181e-05,9.9262e-08
722,0.0013939,9.0403e-05,9.33e-08
723,0.0013012,8.4625e-05,8.7338e-08
724,0.0012084,7.8847e-05,8.1376e-08
725,0.0011156,7.3068e-05,7.5413e-08
726,0.0010491,6.8875e-05,7.1088e-08
727,0.0009826,6.4681e-05,6.6763e-08
728,0.00091609,6.0487e-05,6.2438e-08
729,0.00084957,5.6293e-05,5.8112e-08
730,0.00078305,5.2099e-05,5.3787e-08
731,0.00073501,4.9026e-05,5.0613e-08
732,0.00068697,4.5953e-05,4.744e-08
733,0.00063893,4.288e-05,4.4266e-08
734,0.00059089,3.9807e-05,4.1092e-08
735,0.00054285,3.6734e-05,3.7919e-08
736,0.00050913,3.4542e-05,3.5656e-08
737,0.00047541,3.2351e-05,3.3392e-08
738,0.00044168,3.0159e-05,3.1129e-08
739,0.00040796,2.7968e-05,2.8866e-08
740,0.00037424,2.5776e-05,2.6603e-08
741,0.00035105,2.4244e-05,2.5022e-08
742,0.00032786,2.2711e-05,2.344e-08
743,0.00030466,2.1178e-05,2.1859e-08
744,0.00028147,1.9646e-05,2.0278e-08
745,0.00025828,1.8113e-05,1.8696e-08
746,0.00024251,1.7056e-05,1.7604e-08
747,0.00022674,1.5998e-05,1.6512e-08
748,0.00021098,1.4941e-05,1.5421e-08
749,0.00019521,1.3883e-05,1.4329e-08
750,0.00017944,1.2826e-05,1.3237e-08
751,0.00016878,1.2099e-05,1.2487e-08
752,0.00015812,1.1372e-05,1.1737e-08
753,0.00014747,1.0645e-05,1.0988e-08
754,0.00013681,9.9175e-06,1.0238e-08
755,0.00012615,9.1904e-06,9.4879e-09
756,0.00011874,8.6759e-06,8.9573e-09
757,0.00011133,8.1614e-06,8.4267e-09
758,0.00010392,7.6469e-06,7.8961e-09
759,9.6506e-05,7.1324e-06,7.3655e-09
760,8.9094e-05,6.6179e-06,6.8349e-09
761,8.3814e-05,6.2449e-06,6.4493e-09
