2.49,248,2.223,1.0578,0.96423,0.042502
2.356,69.84,2.3835,1.4654,0.8548,0.019688
2.198,153.9,2.3005,1.0124,0.88962,0.031006
2.471,20.31,2.1734,2.3207,0.17481,0.014103
