Name	0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255
Date	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018
Time	07:57pm	07:59pm	08:02pm	08:04pm	08:06pm	08:08pm	08:10pm	08:11pm	08:13pm	08:15pm	08:15pm	08:15pm	08:16pm	08:16pm	08:16pm	08:16pm
383	7.44056E-08	7.76261E-07	1.62174E-06	1.91186E-07	0	1.29358E-06	5.14439E-07	3.13042E-07	1.5342E-06	7.77578E-07	2.19946E-06	1.31346E-06	2.50648E-06	2.81334E-06	1.53794E-06	4.38444E-07
384	2.63646E-07	5.7374E-07	1.12783E-06	4.41234E-07	0	1.03265E-06	2.86596E-07	6.07046E-07	1.92269E-06	1.67126E-06	1.86839E-06	2.80886E-06	3.26614E-06	2.94137E-06	3.30652E-06	7.70846E-07
385	4.71856E-07	3.35182E-07	5.89336E-07	6.61775E-07	0	7.35342E-07	7.58625E-08	8.2784E-07	2.15725E-06	2.49874E-06	1.73633E-06	4.13079E-06	4.04004E-06	2.85893E-06	5.0452E-06	1.04352E-06
386	6.17467E-07	1.19153E-07	1.64084E-07	7.82686E-07	0	4.62873E-07	0	9.28102E-07	2.21933E-06	3.12102E-06	1.78118E-06	4.99861E-06	4.60949E-06	2.59744E-06	6.55501E-06	1.25358E-06
387	6.11666E-07	0	0	7.20159E-07	8.99028E-08	2.54095E-07	5.38804E-08	8.4058E-07	2.03353E-06	3.34154E-06	1.9428E-06	5.03781E-06	4.66569E-06	2.11015E-06	7.51896E-06	1.37104E-06
388	4.37517E-07	0	1.07047E-07	4.71277E-07	4.76725E-07	1.32631E-07	3.39768E-07	5.83386E-07	1.61085E-06	3.10356E-06	2.16487E-06	4.17929E-06	4.14879E-06	1.44883E-06	7.81358E-06	1.43441E-06
389	1.96817E-07	0	4.10256E-07	1.64031E-07	8.89088E-07	7.29295E-08	7.18559E-07	3.10307E-07	1.06968E-06	2.55412E-06	2.35324E-06	2.82018E-06	3.35656E-06	7.71997E-07	7.57328E-06	1.58554E-06
390	0	0	7.6658E-07	0	1.22265E-06	4.53801E-08	1.07179E-06	1.83219E-07	5.34917E-07	1.85555E-06	2.41345E-06	1.39027E-06	2.61212E-06	2.4315E-07	6.95373E-06	1.97151E-06
391	0	0	1.05224E-06	0	1.37753E-06	2.16014E-08	1.28602E-06	3.57318E-07	1.26324E-07	1.16355E-06	2.25511E-06	3.016E-07	2.2254E-06	1.90032E-08	6.10466E-06	2.73352E-06
392	1.46656E-07	0	1.15474E-06	2.20012E-07	1.26527E-06	0	1.25915E-06	9.67618E-07	0	6.22666E-07	1.80172E-06	0	2.47286E-06	2.39741E-07	5.16805E-06	3.99261E-06
393	5.55809E-07	0	1.07215E-06	7.99886E-07	9.28086E-07	0	1.00877E-06	1.91231E-06	3.72096E-08	2.96823E-07	1.15713E-06	2.74521E-07	3.27952E-06	8.70656E-07	4.27353E-06	5.62883E-06
394	1.05277E-06	0	8.89961E-07	1.47356E-06	5.11126E-07	0	6.4689E-07	2.90306E-06	3.26919E-07	1.85658E-07	5.66921E-07	1.05472E-06	4.29286E-06	1.73899E-06	3.53962E-06	7.33246E-06
395	1.5133E-06	0	6.92909E-07	2.06312E-06	1.56948E-07	0	2.83975E-07	3.65717E-06	7.72351E-07	2.86956E-07	2.71365E-07	1.9846E-06	5.16585E-06	2.67462E-06	3.07996E-06	8.80016E-06
396	1.81903E-06	0	5.62734E-07	2.39895E-06	2.54455E-09	0	2.61787E-08	3.90521E-06	1.32585E-06	5.98927E-07	5.01623E-07	2.79284E-06	5.56812E-06	3.51602E-06	3.00544E-06	9.7459E-06
397	1.8768E-06	1.13205E-07	5.60883E-07	2.35067E-06	1.48683E-07	1.89088E-07	0	3.4544E-06	1.93574E-06	1.10824E-06	1.41497E-06	3.26351E-06	5.25457E-06	4.12908E-06	3.39442E-06	9.95261E-06
398	1.72459E-06	2.77662E-07	6.54148E-07	1.99277E-06	5.17785E-07	4.55513E-07	6.08974E-08	2.52087E-06	2.52399E-06	1.73734E-06	2.79508E-06	3.45632E-06	4.43616E-06	4.52273E-06	4.18157E-06	9.60064E-06
399	1.4434E-06	4.41944E-07	7.7807E-07	1.46664E-06	9.73953E-07	7.27604E-07	2.83582E-07	1.45274E-06	3.00539E-06	2.38884E-06	4.30483E-06	3.52215E-06	3.47161E-06	4.7535E-06	5.25411E-06	8.99846E-06
400	1.11141E-06	5.64728E-07	8.70442E-07	9.08707E-07	1.38606E-06	9.48389E-07	5.7568E-07	5.85932E-07	3.29779E-06	2.96877E-06	5.61895E-06	3.60662E-06	2.70704E-06	4.87595E-06	6.50318E-06	8.44376E-06
401	8.0644E-07	6.08168E-07	8.74182E-07	4.51763E-07	1.63301E-06	1.06643E-06	8.91664E-07	2.44387E-07	3.33277E-06	3.39742E-06	6.44481E-06	3.86204E-06	2.48334E-06	4.95846E-06	7.84856E-06	8.24908E-06
402	5.69197E-07	5.52332E-07	7.62214E-07	1.69209E-07	1.6437E-06	1.05749E-06	1.19429E-06	5.76669E-07	3.09873E-06	3.62621E-06	6.64093E-06	4.36079E-06	2.96523E-06	5.06742E-06	9.20671E-06	8.57245E-06
403	3.83668E-07	4.23957E-07	5.84391E-07	2.87956E-08	1.47243E-06	9.69641E-07	1.47045E-06	1.3763E-06	2.75939E-06	3.71914E-06	6.47154E-06	5.0684E-06	3.99597E-06	5.34868E-06	1.05863E-05	9.39231E-06
404	2.26363E-07	2.55003E-07	3.99042E-07	0	1.188E-06	8.58893E-07	1.71024E-06	2.39517E-06	2.49633E-06	3.75231E-06	6.2454E-06	5.9361E-06	5.37969E-06	5.95341E-06	1.20054E-05	1.06611E-05
405	7.43143E-08	7.67189E-08	2.63201E-07	0	8.57646E-07	7.80004E-07	1.90397E-06	3.39069E-06	2.48708E-06	3.80009E-06	6.26445E-06	6.9162E-06	6.92486E-06	7.02944E-06	1.34818E-05	1.23322E-05
406	0	0	2.29775E-07	1.04889E-08	5.4741E-07	7.86069E-07	2.04594E-06	4.1384E-06	2.89783E-06	3.93772E-06	6.81268E-06	7.96728E-06	8.45655E-06	8.71789E-06	1.50399E-05	1.43686E-05
407	0	0	2.97228E-07	1.87657E-08	3.23586E-07	9.16333E-07	2.18753E-06	4.62733E-06	3.74034E-06	4.26197E-06	7.92523E-06	9.09951E-06	9.98123E-06	1.10467E-05	1.67522E-05	1.68052E-05
408	0	0	4.17835E-07	1.90062E-08	2.53286E-07	1.19874E-06	2.43009E-06	5.03082E-06	4.8965E-06	4.89057E-06	9.42975E-06	1.03719E-05	1.16647E-05	1.39522E-05	1.87411E-05	1.97472E-05
409	0	0	5.43304E-07	1.30969E-08	4.02298E-07	1.6603E-06	2.87455E-06	5.5248E-06	6.24626E-06	5.93958E-06	1.11505E-05	1.18439E-05	1.36747E-05	1.73688E-05	2.11284E-05	2.33E-05
410	0	0	6.26338E-07	2.88547E-09	8.35052E-07	2.32746E-06	3.61977E-06	6.28157E-06	7.67206E-06	7.52265E-06	1.29152E-05	1.35736E-05	1.61754E-05	2.12324E-05	2.40331E-05	2.75667E-05
411	4.44249E-07	2.61747E-07	6.33055E-07	0	1.58944E-06	3.21534E-06	4.73753E-06	7.44206E-06	9.1023E-06	9.73351E-06	1.46292E-05	1.56546E-05	1.9343E-05	2.55313E-05	2.76219E-05	3.26973E-05
412	1.04383E-06	6.03454E-07	5.9324E-07	3.69051E-08	2.56224E-06	4.26725E-06	6.144E-06	8.96249E-06	1.06563E-05	1.2527E-05	1.65235E-05	1.82998E-05	2.33433E-05	3.0409E-05	3.21947E-05	3.89491E-05
413	1.60893E-06	9.22411E-07	5.57653E-07	1.76798E-07	3.60614E-06	5.40589E-06	7.70916E-06	1.07459E-05	1.25213E-05	1.58204E-05	1.89453E-05	2.1772E-05	2.83525E-05	3.6078E-05	3.81154E-05	4.66379E-05
414	1.98695E-06	1.1377E-06	5.76177E-07	4.68548E-07	4.57639E-06	6.5553E-06	9.30522E-06	1.26968E-05	1.48813E-05	1.95325E-05	2.22358E-05	2.63297E-05	3.45436E-05	4.27473E-05	4.57416E-05	5.60743E-05
415	2.02904E-06	1.17041E-06	6.97538E-07	9.63085E-07	5.33186E-06	7.6417E-06	1.0808E-05	1.47231E-05	1.79168E-05	2.35848E-05	2.67295E-05	3.22267E-05	4.20874E-05	5.06237E-05	5.54252E-05	6.7565E-05
416	1.70008E-06	1.00377E-06	9.4408E-07	1.67736E-06	5.85488E-06	8.69678E-06	1.22583E-05	1.6909E-05	2.18219E-05	2.81084E-05	3.27821E-05	3.98132E-05	5.13338E-05	6.02073E-05	6.77308E-05	8.17606E-05
417	1.1519E-06	7.22681E-07	1.28481E-06	2.55755E-06	6.3023E-06	9.87478E-06	1.38982E-05	1.95277E-05	2.66576E-05	3.34017E-05	4.05534E-05	4.93284E-05	6.25822E-05	7.20832E-05	8.31174E-05	9.93362E-05
418	5.6033E-07	4.25185E-07	1.68488E-06	3.54414E-06	6.86068E-06	1.13595E-05	1.60147E-05	2.29042E-05	3.25105E-05	3.98316E-05	5.02415E-05	6.1069E-05	7.6218E-05	8.69567E-05	0.000102153	0.000121116
419	9.96523E-08	2.08495E-07	2.10971E-06	4.57813E-06	7.71497E-06	1.3333E-05	1.88921E-05	2.73612E-05	3.94668E-05	4.77619E-05	6.20426E-05	7.53293E-05	9.26233E-05	0.000105527	0.000125401	0.000147917
420	0	1.6125E-07	2.52733E-06	5.60727E-06	9.04219E-06	1.597E-05	2.28055E-05	3.32097E-05	4.76287E-05	5.75643E-05	7.61696E-05	9.24215E-05	0.00011221	0.000128504	0.000153454	0.000180586
421	5.50517E-08	2.76647E-07	2.93329E-06	6.65462E-06	1.09381E-05	1.93654E-05	2.79351E-05	4.06458E-05	5.72935E-05	6.97276E-05	9.30349E-05	0.000112877	0.000135766	0.000156779	0.000187262	0.000220363
422	3.74465E-07	4.84561E-07	3.34316E-06	7.79702E-06	1.34502E-05	2.35717E-05	3.44129E-05	4.98102E-05	6.89188E-05	8.48557E-05	0.000113233	0.000137436	0.000164401	0.000191443	0.000228119	0.000268866
423	7.8689E-07	7.14323E-07	3.77221E-06	9.11038E-06	1.66226E-05	2.86369E-05	4.23641E-05	6.08344E-05	8.29508E-05	0.000103536	0.000137342	0.000166813	0.000199195	0.000233555	0.000277279	0.000327667
424	1.19196E-06	8.95944E-07	4.23554E-06	1.06699E-05	2.04991E-05	3.46083E-05	5.19126E-05	7.38488E-05	9.98315E-05	0.000126352	0.000165932	0.000201717	0.000241218	0.000284162	0.000335983	0.000398323
425	1.51462E-06	9.92861E-07	4.76005E-06	1.25518E-05	2.51269E-05	4.15837E-05	6.32027E-05	8.90699E-05	0.000120061	0.000153889	0.000199672	0.000243031	0.0002916	0.000344465	0.000405676	0.000482574
426	1.7644E-06	1.08235E-06	5.41117E-06	1.48303E-05	3.05512E-05	4.98127E-05	7.6414E-05	0.000106963	0.000144277	0.000186672	0.000239464	0.000292096	0.000351514	0.000415999	0.000488287	0.000582529
427	1.97074E-06	1.26665E-06	6.26739E-06	1.75925E-05	3.68443E-05	5.96215E-05	9.18029E-05	0.000128143	0.000173277	0.000225377	0.000286474	0.000350617	0.00042246	0.000500747	0.000586287	0.000700902
428	2.16215E-06	1.64639E-06	7.40415E-06	2.09189E-05	4.40675E-05	7.13152E-05	0.000109597	0.000153179	0.000207798	0.00027061	0.000341772	0.000420176	0.000505798	0.000600525	0.000701949	0.000840171
429	2.36695E-06	2.31752E-06	8.89416E-06	2.48894E-05	5.22848E-05	8.51943E-05	0.000130027	0.000182638	0.000248569	0.000322987	0.00040643	0.000502343	0.000602901	0.000717153	0.000837545	0.001002829
430	2.61668E-06	3.2737E-06	1.0756E-05	2.95814E-05	6.16596E-05	0.000101526	0.000153545	0.000217165	0.000296334	0.000383612	0.000481932	0.000598833	0.000715955	0.00085321	0.000996077	0.001192519
431	2.9499E-06	4.39971E-06	1.29628E-05	3.51092E-05	7.25478E-05	0.000120678	0.000181046	0.000257781	0.000352251	0.000454647	0.000570869	0.00071233	0.000849007	0.001013259	0.001182695	0.001415762
432	3.39933E-06	5.56828E-06	1.5461E-05	4.15216E-05	8.51733E-05	0.00014279	0.000213095	0.000305031	0.00041682	0.000537428	0.00067478	0.000844196	0.001004553	0.001200008	0.001400373	0.001676487
433	4.0001E-06	6.65565E-06	1.82077E-05	4.88949E-05	9.98167E-05	0.000168097	0.000250402	0.000359661	0.000490817	0.00063364	0.000795649	0.000996346	0.001185751	0.00141695	0.001653005	0.001979722
434	4.77881E-06	7.56963E-06	2.11736E-05	5.72966E-05	0.000116733	0.000196836	0.000293605	0.000422364	0.000575045	0.000744821	0.000935328	0.001170634	0.001395484	0.001667347	0.001944312	0.002330235
435	5.71351E-06	8.39762E-06	2.44079E-05	6.67449E-05	0.000136041	0.000229271	0.000342971	0.000493572	0.00067048	0.000871688	0.001094962	0.001368616	0.001635176	0.001953255	0.002277156	0.002731452
436	6.7733E-06	9.30249E-06	2.80223E-05	7.73355E-05	0.000158002	0.000266006	0.000399126	0.000574323	0.000779117	0.001015911	0.001277013	0.001593697	0.001908068	0.002279091	0.002657353	0.003190235
437	7.91359E-06	1.04259E-05	3.20688E-05	8.9002E-05	0.000182549	0.000307082	0.000461863	0.000664461	0.000901323	0.001177049	0.001481285	0.001845959	0.002213438	0.002644535	0.003085194	0.003706819
438	9.09597E-06	1.1917E-05	3.66233E-05	0.000101745	0.000209749	0.00035277	0.000531317	0.000764316	0.001038122	0.001355522	0.001708663	0.002126835	0.00255218	0.003051195	0.003563206	0.004284125
439	1.02965E-05	1.38026E-05	4.16233E-05	0.000115331	0.000239072	0.000402228	0.000606142	0.000872038	0.001187115	0.001547946	0.001954852	0.002431253	0.002917978	0.003491567	0.004082754	0.004911738
440	1.15146E-05	1.59093E-05	4.67785E-05	0.000129136	0.000269006	0.000452791	0.000682568	0.000982188	0.001340283	0.001744682	0.00220705	0.00274346	0.003292671	0.003943194	0.004616874	0.00555735
441	1.27674E-05	1.80667E-05	5.18399E-05	0.000142675	0.000298305	0.000502223	0.000757507	0.001090302	0.001490874	0.001937838	0.002454615	0.003050374	0.003661391	0.004387496	0.005143075	0.006194061
442	1.40444E-05	2.00666E-05	5.64466E-05	0.000155151	0.000325081	0.000547208	0.000826236	0.001189568	0.001628927	0.002115343	0.002681617	0.003332344	0.00400139	0.004796453	0.005627814	0.006781665
443	1.53359E-05	2.17268E-05	6.03019E-05	0.000165922	0.000347799	0.000585047	0.000884915	0.001274438	0.001746282	0.002267368	0.002875045	0.00357333	0.004294103	0.005147178	0.006043611	0.00728724
444	1.65365E-05	2.29476E-05	6.32406E-05	0.000174506	0.000365545	0.000614276	0.00093112	0.001341396	0.001838179	0.002387605	0.003027104	0.003763633	0.004527284	0.005425451	0.006373614	0.007690556
445	1.7492E-05	2.36708E-05	6.51626E-05	0.000180495	0.000377715	0.000634049	0.000963134	0.001387941	0.00190156	0.002471505	0.003132597	0.003896716	0.004691842	0.005621373	0.006606277	0.007977717
446	1.80482E-05	2.3839E-05	6.59697E-05	0.000183487	0.000383712	0.000643534	0.000979261	0.001411596	0.001933406	0.002514565	0.003186397	0.003966122	0.004778769	0.005725157	0.006730186	0.008134987
447	1.80502E-05	2.33939E-05	6.55614E-05	0.000183074	0.000382928	0.000641879	0.000977771	0.001409842	0.001930634	0.002512202	0.00318327	0.003965264	0.004778905	0.00572683	0.006733711	0.008148365
448	1.74506E-05	2.23598E-05	6.39566E-05	0.000179201	0.000375365	0.000629161	0.000958575	0.001382503	0.001893199	0.002464077	0.003123044	0.003893697	0.004691251	0.005625537	0.006616001	0.008016474
449	1.64259E-05	2.09321E-05	6.1421E-05	0.00017255	0.000362286	0.000607376	0.000924968	0.001334239	0.001827309	0.002378599	0.003015981	0.003763628	0.004531637	0.005439215	0.006398434	0.007763955
450	1.51805E-05	1.93277E-05	5.82513E-05	0.000163893	0.000345114	0.000578761	0.000880676	0.001270328	0.00173997	0.002265295	0.002873673	0.003588874	0.004318042	0.005188198	0.006105221	0.007418763
451	1.38985E-05	1.77373E-05	5.46617E-05	0.000153771	0.000324779	0.000544725	0.000828162	0.001194227	0.001635697	0.002130448	0.002703592	0.00337811	0.004062256	0.004885376	0.005751811	0.006998189
452	1.27942E-05	1.63926E-05	5.10325E-05	0.000143203	0.00030323	0.000508407	0.000772497	0.001113178	0.001524219	0.001987069	0.002521796	0.003150828	0.003788947	0.004559238	0.005371948	0.00654192
453	1.18928E-05	1.53117E-05	4.75152E-05	0.000132666	0.000281377	0.000471411	0.000716135	0.001030871	0.001410754	0.001841676	0.002336593	0.002917833	0.003510896	0.004225268	0.004983456	0.006071928
454	1.11246E-05	1.44076E-05	4.4183E-05	0.000122476	0.000259849	0.000434984	0.000660829	0.000950119	0.001299519	0.001699134	0.002154467	0.002688228	0.003238004	0.003896222	0.004600604	0.005606793
455	1.04187E-05	1.35919E-05	4.11078E-05	0.000112947	0.00023927	0.000400368	0.000608319	0.000873716	0.001194705	0.00156427	0.00198186	0.002471064	0.002980106	0.003584783	0.004237567	0.005164993
456	9.71365E-06	1.27888E-05	3.83972E-05	0.000104487	0.00022047	0.000369144	0.000560864	0.000805198	0.001101519	0.001443242	0.001826899	0.002277487	0.00274957	0.003306678	0.003912127	0.004769397
457	8.96234E-06	1.19423E-05	3.60181E-05	9.71146E-05	0.000203559	0.000341556	0.000518752	0.000745118	0.001020804	0.001336892	0.001690939	0.002109602	0.002548352	0.003064799	0.00362731	0.004424439
458	8.20361E-06	1.11108E-05	3.38358E-05	9.0552E-05	0.000188293	0.000316937	0.000481028	0.000691898	0.000949863	0.0012423	0.001570499	0.001962139	0.002370606	0.002851962	0.00337516	0.004120166
459	7.48666E-06	1.03663E-05	3.16958E-05	8.4467E-05	0.000174345	0.000294441	0.000446484	0.000643543	0.000885342	0.001155817	0.001461158	0.001828474	0.002209007	0.002659106	0.003145633	0.003843945
460	6.86073E-06	9.78136E-06	2.94439E-05	7.85274E-05	0.000161389	0.000273221	0.000413911	0.000598063	0.00082389	0.001073788	0.001358494	0.00170198	0.002056222	0.002477165	0.002928679	0.003583131
461	6.37849E-06	9.43034E-06	2.69867E-05	7.25384E-05	0.000149332	0.000252858	0.000382747	0.000554411	0.000763534	0.000994292	0.001260223	0.001578837	0.001908242	0.002301078	0.002718945	0.003330845
462	6.01461E-06	9.24409E-06	2.43689E-05	6.6411E-05	0.000137788	0.000232784	0.000352198	0.000511306	0.000702722	0.000915285	0.001163332	0.001455647	0.001760813	0.002125489	0.002510377	0.003079446
463	5.72028E-06	9.10038E-06	2.1812E-05	6.03733E-05	0.000126724	0.000213228	0.000322675	0.000469265	0.00064282	0.000838132	0.001068781	0.001334768	0.001616195	0.001952886	0.002305995	0.002832444
464	5.44597E-06	8.87542E-06	1.95406E-05	5.46572E-05	0.000116111	0.000194423	0.000294599	0.000428818	0.000585223	0.000764227	0.000977561	0.001218611	0.001476705	0.001785823	0.002108894	0.002593439
465	5.14194E-06	8.44508E-06	1.77798E-05	4.94953E-05	0.000105916	0.000176607	0.000268393	0.000390499	0.000531329	0.000694972	0.000890666	0.001109598	0.001344669	0.001626868	0.001922183	0.002366051
466	4.78469E-06	7.77293E-06	1.66345E-05	4.50982E-05	9.63266E-05	0.000160257	0.000244739	0.00035535	0.000482902	0.000632432	0.000810399	0.001011087	0.001223981	0.001480681	0.001751259	0.002156908
467	4.36966E-06	6.94654E-06	1.58371E-05	4.12928E-05	8.72583E-05	0.000145154	0.000223028	0.000322808	0.000438835	0.000575314	0.000735702	0.000920801	0.001112604	0.001345165	0.001593145	0.00196272
468	3.90657E-06	6.08959E-06	1.51126E-05	3.79742E-05	7.88444E-05	0.000131407	0.000203121	0.000293032	0.000398918	0.000523546	0.000667202	0.000838376	0.00101094	0.00122123	0.001448354	0.001784549
469	3.40523E-06	5.32746E-06	1.4182E-05	3.5036E-05	7.12201E-05	0.000119129	0.000184877	0.000266183	0.000362938	0.000477054	0.000605537	0.000763443	0.000919396	0.001109796	0.00131741	0.001623472
470	2.88165E-06	4.77087E-06	1.2805E-05	3.23785E-05	6.45101E-05	0.000108414	0.000168172	0.000242389	0.000330685	0.000435729	0.000551244	0.000695648	0.00083828	0.001011624	0.001200731	0.001480387
471	2.39365E-06	4.38163E-06	1.10513E-05	2.98652E-05	5.85383E-05	9.88408E-05	0.00015252	0.000220741	0.000300974	0.000397821	0.000502256	0.000632632	0.000764428	0.000922925	0.001094095	0.001350012
472	2.04332E-06	4.08595E-06	9.25345E-06	2.76103E-05	5.35102E-05	9.063E-05	0.000138643	0.000201812	0.000274866	0.000364368	0.000459758	0.000576797	0.000699874	0.000845991	0.001000887	0.001236216
473	1.9213E-06	3.79147E-06	7.69683E-06	2.56093E-05	4.93893E-05	8.35959E-05	0.000126637	0.000185272	0.000252189	0.000334784	0.000422877	0.000527948	0.000643525	0.000779342	0.000920017	0.001137348
474	2.11663E-06	3.40688E-06	6.66433E-06	2.38573E-05	4.61374E-05	7.75533E-05	0.000116595	0.000170791	0.000232772	0.000308485	0.000390738	0.000485889	0.000594291	0.0007215	0.000850389	0.001051758
475	2.60706E-06	2.91075E-06	6.26289E-06	2.23223E-05	4.36237E-05	7.23415E-05	0.000108419	0.000158104	0.000216305	0.000285066	0.000362601	0.000450123	0.000551244	0.000671116	0.000790679	0.00097776
476	3.18389E-06	2.38948E-06	6.30195E-06	2.08845E-05	4.14795E-05	6.76953E-05	0.000101495	0.000146742	0.000201833	0.000263841	0.000337214	0.000418784	0.000512625	0.000625725	0.000737623	0.000911669
