Name	0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255
Date	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018
Time	09:11pm	09:13pm	09:15pm	09:17pm	09:19pm	09:20pm	09:20pm	09:21pm	09:21pm	09:21pm	09:22pm	09:22pm	09:23pm	09:23pm	09:23pm	09:23pm
391	1.34237E-07	1.58411E-06	4.23491E-09	4.66168E-08	5.74957E-07	2.15142E-06	1.67204E-08	1.38925E-07	0	2.5255E-06	2.15375E-06	1.57295E-06	1.07684E-06	9.18221E-08	1.87403E-06	4.85873E-08
392	0	1.60854E-06	9.88866E-09	0	4.66426E-07	2.10725E-06	5.38599E-08	0	3.49032E-07	2.44006E-06	2.46455E-06	1.60254E-06	8.90308E-07	0	2.30717E-06	2.24788E-08
393	0	1.40104E-06	2.42836E-08	2.27442E-08	2.83203E-07	1.72168E-06	2.18093E-07	0	9.0392E-07	2.1189E-06	2.58332E-06	1.39838E-06	7.06344E-07	0	2.58125E-06	3.13258E-08
394	0	1.04459E-06	3.62787E-08	1.09612E-07	9.7107E-08	1.14987E-06	4.35008E-07	0	1.35696E-06	1.65909E-06	2.55454E-06	1.03034E-06	5.55407E-07	5.23769E-08	2.68634E-06	5.17753E-08
395	0	6.21221E-07	3.49153E-08	2.04345E-07	0	5.44798E-07	6.31325E-07	0	1.63194E-06	1.15619E-06	2.42289E-06	5.67856E-07	4.66882E-07	8.69142E-08	2.61399E-06	6.08092E-08
396	0	2.09883E-07	9.66865E-09	2.65405E-07	0	5.34723E-08	7.37042E-07	1.92718E-08	1.65655E-06	7.02407E-07	2.23253E-06	7.76716E-08	4.69267E-07	4.34706E-08	2.35744E-06	3.63293E-08
397	1.61321E-07	0	0	2.60501E-07	1.91269E-07	0	6.98619E-07	0	1.38626E-06	3.72215E-07	2.02049E-06	0	5.77997E-07	0	1.91913E-06	0
398	3.43784E-07	0	0	2.03295E-07	4.94768E-07	0	5.46972E-07	0	9.31536E-07	1.65086E-07	1.80852E-06	0	7.43171E-07	0	1.37083E-06	0
399	5.00034E-07	0	0	1.22575E-07	7.95165E-07	0	3.40637E-07	0	4.52201E-07	5.49344E-08	1.61225E-06	0	8.93953E-07	0	8.05417E-07	0
400	6.01405E-07	0	0	4.61218E-08	9.86008E-07	0	1.36101E-07	0	1.02446E-07	1.65734E-08	1.44675E-06	0	9.61998E-07	0	3.12537E-07	0
401	6.22286E-07	9.32707E-08	4.23651E-08	6.60926E-10	9.6804E-07	2.76974E-08	0	8.76629E-08	3.06357E-08	2.57827E-08	1.33064E-06	2.09727E-07	8.84428E-07	1.54918E-07	0	8.27837E-08
402	5.50875E-07	6.21186E-07	2.74396E-07	0	7.12527E-07	7.49668E-08	0	5.38243E-07	2.91876E-07	5.87244E-08	1.25955E-06	1.32391E-06	6.45093E-07	9.32719E-07	0	4.15613E-07
403	4.14468E-07	1.20282E-06	5.40029E-07	1.60632E-08	3.55439E-07	7.66643E-08	0	1.07589E-06	7.4773E-07	9.11703E-08	1.20466E-06	2.57586E-06	3.42487E-07	1.8401E-06	0	8.07113E-07
404	2.44591E-07	1.69243E-06	7.67575E-07	3.28366E-08	5.0677E-08	5.233E-08	0	1.56684E-06	1.23771E-06	9.92915E-08	1.13397E-06	3.66228E-06	8.73712E-08	2.64487E-06	0	1.16187E-06
405	7.20693E-08	1.94754E-06	8.86941E-07	2.43683E-08	0	2.10685E-08	0	1.88029E-06	1.60492E-06	5.97898E-08	1.01621E-06	4.28663E-06	0	3.11997E-06	7.135E-09	1.38659E-06
406	0	1.83855E-06	8.34343E-07	0	1.87493E-07	8.52995E-10	2.12839E-08	1.89601E-06	1.70438E-06	0	8.23447E-07	4.17808E-06	1.4405E-07	3.0572E-06	3.93649E-08	1.39705E-06
407	0	1.40512E-06	6.29119E-07	0	7.33714E-07	0	3.65473E-08	1.62518E-06	1.5389E-06	0	5.72242E-07	3.39573E-06	5.36554E-07	2.48623E-06	1.35396E-08	1.23022E-06
408	0	8.32599E-07	3.62096E-07	0	1.40812E-06	9.15839E-10	8.25956E-08	1.19237E-06	1.23838E-06	0	3.17847E-07	2.2831E-06	1.04582E-06	1.64184E-06	0	1.02733E-06
409	0	3.07415E-07	1.24631E-07	0	2.03022E-06	7.64916E-09	1.98526E-07	7.23373E-07	9.34277E-07	0	1.15667E-07	1.18613E-06	1.55118E-06	7.60814E-07	0	9.30212E-07
410	0	1.21472E-08	6.19723E-09	0	2.42327E-06	9.8025E-09	4.22631E-07	3.414E-07	7.55363E-07	3.41635E-07	1.99691E-08	4.43652E-07	1.93446E-06	7.5068E-08	1.93169E-08	1.07777E-06
411	2.45248E-07	8.531E-08	7.33874E-08	2.81176E-07	2.45293E-06	2.64899E-09	7.76307E-07	1.44445E-07	7.98717E-07	1.10468E-06	7.10819E-08	3.14545E-07	2.1045E-06	0	1.81628E-07	1.56651E-06
412	5.38724E-07	4.48558E-07	2.79612E-07	6.7316E-07	2.18146E-06	0	1.19177E-06	1.07337E-07	1.00167E-06	2.04897E-06	2.40299E-07	6.63782E-07	2.09231E-06	0	4.24917E-07	2.27448E-06
413	8.05539E-07	9.54133E-07	5.42095E-07	1.0693E-06	1.73671E-06	0	1.57333E-06	1.6578E-07	1.25128E-06	2.94566E-06	4.76864E-07	1.23079E-06	1.97018E-06	1.58302E-07	7.09483E-07	3.01113E-06
414	9.74196E-07	1.45683E-06	7.79495E-07	1.3801E-06	1.24433E-06	0	1.82698E-06	2.56581E-07	1.43656E-06	3.5699E-06	7.30902E-07	1.7595E-06	1.80914E-06	6.6696E-07	9.96313E-07	3.58922E-06
415	9.74998E-07	1.81469E-06	9.12415E-07	1.51828E-06	8.27476E-07	1.95679E-08	1.86106E-06	3.1807E-07	1.44925E-06	3.70246E-06	9.53767E-07	1.99995E-06	1.67867E-06	1.26915E-06	1.24735E-06	3.82598E-06
416	7.95211E-07	1.96119E-06	9.15851E-07	1.46087E-06	5.78356E-07	8.77901E-08	1.66057E-06	3.30913E-07	1.26065E-06	3.30318E-06	1.13524E-06	1.8707E-06	1.62086E-06	1.89576E-06	1.45513E-06	3.66454E-06
417	5.16241E-07	1.94779E-06	8.54109E-07	1.28713E-06	5.30066E-07	2.33995E-07	1.33252E-06	3.48749E-07	9.7272E-07	2.62198E-06	1.32526E-06	1.57452E-06	1.61586E-06	2.49627E-06	1.65577E-06	3.24076E-06
418	2.3146E-07	1.84211E-06	8.02602E-07	1.09025E-06	7.12234E-07	4.97601E-07	1.0009E-06	4.33232E-07	7.04272E-07	1.94722E-06	1.58178E-06	1.3475E-06	1.64208E-06	3.02449E-06	1.89246E-06	2.71956E-06
419	3.34256E-08	1.71115E-06	8.36081E-07	9.6263E-07	1.15423E-06	9.17683E-07	7.88636E-07	6.45479E-07	5.73097E-07	1.56473E-06	1.96226E-06	1.4237E-06	1.67812E-06	3.43465E-06	2.20801E-06	2.26441E-06
420	6.12261E-09	1.61894E-06	1.02061E-06	9.89189E-07	1.8748E-06	1.52608E-06	8.10773E-07	1.04116E-06	6.87716E-07	1.73552E-06	2.51901E-06	2.01465E-06	1.70868E-06	3.68666E-06	2.64074E-06	2.0295E-06
421	1.37577E-07	1.59883E-06	1.32284E-06	1.17198E-06	2.76492E-06	2.26925E-06	1.09772E-06	1.61489E-06	1.05444E-06	2.44389E-06	3.24646E-06	3.07832E-06	1.79029E-06	3.80493E-06	3.17743E-06	2.07091E-06
422	3.52073E-07	1.66475E-06	1.64416E-06	1.45864E-06	3.63234E-06	3.03821E-06	1.62405E-06	2.3214E-06	1.61208E-06	3.49143E-06	4.10225E-06	4.4057E-06	2.02813E-06	3.85911E-06	3.77239E-06	2.3806E-06
423	5.73441E-07	1.82969E-06	1.88548E-06	1.79605E-06	4.28482E-06	3.72375E-06	2.36332E-06	3.115E-06	2.29864E-06	4.67789E-06	5.04326E-06	5.78633E-06	2.52684E-06	3.91815E-06	4.37924E-06	2.94884E-06
424	7.26242E-07	2.10653E-06	1.94868E-06	2.1316E-06	4.53196E-06	4.21769E-06	3.28936E-06	3.9504E-06	3.0527E-06	5.80492E-06	6.02679E-06	7.01178E-06	3.39006E-06	4.05032E-06	4.95204E-06	3.76601E-06
425	7.69802E-07	2.49684E-06	1.79366E-06	2.4374E-06	4.28439E-06	4.46832E-06	4.3603E-06	4.79802E-06	3.83899E-06	6.72942E-06	7.01928E-06	7.94366E-06	4.67564E-06	4.33645E-06	5.481E-06	4.82763E-06
426	7.81934E-07	2.96177E-06	1.57862E-06	2.76867E-06	3.79704E-06	4.61498E-06	5.47627E-06	5.67875E-06	4.70897E-06	7.49148E-06	8.0138E-06	8.67736E-06	6.28172E-06	4.9001E-06	6.07769E-06	6.14377E-06
427	8.66197E-07	3.45689E-06	1.50515E-06	3.20081E-06	3.40177E-06	4.84209E-06	6.53081E-06	6.62966E-06	5.73668E-06	8.17815E-06	9.01726E-06	9.367E-06	8.07806E-06	5.87763E-06	6.88505E-06	7.73289E-06
428	1.12458E-06	3.93722E-06	1.77156E-06	3.80727E-06	3.42431E-06	5.32981E-06	7.417E-06	7.68539E-06	6.99378E-06	8.8725E-06	1.00334E-05	1.01614E-05	9.93422E-06	7.40177E-06	8.04185E-06	9.61133E-06
429	1.65496E-06	4.3604E-06	2.56797E-06	4.65951E-06	4.17795E-06	6.25284E-06	8.03717E-06	8.88144E-06	8.55106E-06	9.65919E-06	1.10704E-05	1.12078E-05	1.17273E-05	9.59985E-06	9.68476E-06	1.17962E-05
430	2.4688E-06	4.74565E-06	3.91264E-06	5.79556E-06	5.72121E-06	7.68633E-06	8.52644E-06	1.02898E-05	1.04773E-05	1.06946E-05	1.22634E-05	1.26571E-05	1.35098E-05	1.24859E-05	1.19347E-05	1.43337E-05
431	3.48536E-06	5.18659E-06	5.63893E-06	7.22437E-06	7.83797E-06	9.6055E-06	9.28965E-06	1.20366E-05	1.28538E-05	1.22291E-05	1.39046E-05	1.46813E-05	1.55474E-05	1.59659E-05	1.49121E-05	1.73213E-05
432	4.61439E-06	5.76913E-06	7.56356E-06	8.9405E-06	1.02873E-05	1.19638E-05	1.07233E-05	1.42267E-05	1.57382E-05	1.44919E-05	1.62647E-05	1.74237E-05	1.8084E-05	1.99131E-05	1.87102E-05	2.08267E-05
433	5.76816E-06	6.58345E-06	9.5074E-06	1.09437E-05	1.28349E-05	1.47219E-05	1.32303E-05	1.69743E-05	1.91978E-05	1.77219E-05	1.96251E-05	2.10392E-05	2.13747E-05	2.42124E-05	2.34324E-05	2.49299E-05
434	6.87159E-06	7.71226E-06	1.13371E-05	1.32427E-05	1.53105E-05	1.78583E-05	1.71307E-05	2.03943E-05	2.33067E-05	2.21184E-05	2.42241E-05	2.56756E-05	2.56669E-05	2.88281E-05	2.91801E-05	2.97468E-05
435	7.92052E-06	9.19757E-06	1.31796E-05	1.58965E-05	1.79118E-05	2.1453E-05	2.22769E-05	2.46106E-05	2.8184E-05	2.76611E-05	3.006E-05	3.14421E-05	3.11707E-05	3.41805E-05	3.60459E-05	3.56039E-05
436	8.94722E-06	1.10803E-05	1.52734E-05	1.9006E-05	2.09931E-05	2.56537E-05	2.83891E-05	2.97864E-05	3.40059E-05	3.42929E-05	3.70905E-05	3.84812E-05	3.81285E-05	4.09025E-05	4.41733E-05	4.29545E-05
437	9.96429E-06	1.33795E-05	1.78243E-05	2.26332E-05	2.48642E-05	3.0556E-05	3.51361E-05	3.60258E-05	4.08808E-05	4.18916E-05	4.52024E-05	4.68606E-05	4.67084E-05	4.95434E-05	5.36192E-05	5.2166E-05
438	1.09927E-05	1.61222E-05	2.10486E-05	2.68546E-05	2.98486E-05	3.6275E-05	4.22093E-05	4.34543E-05	4.89422E-05	5.0361E-05	5.43113E-05	5.66755E-05	5.71047E-05	6.06769E-05	6.44733E-05	6.36346E-05
439	1.20458E-05	1.92335E-05	2.49537E-05	3.16197E-05	3.59426E-05	4.27432E-05	4.93724E-05	5.1949E-05	5.807E-05	5.9525E-05	6.42376E-05	6.77457E-05	6.9137E-05	7.41758E-05	7.65835E-05	7.72461E-05
440	1.31249E-05	2.24712E-05	2.92047E-05	3.66689E-05	4.26053E-05	4.95942E-05	5.65066E-05	6.0979E-05	6.77292E-05	6.90751E-05	7.4646E-05	7.94394E-05	8.20105E-05	8.87626E-05	8.9401E-05	9.2049E-05
441	1.42471E-05	2.56087E-05	3.34751E-05	4.17737E-05	4.93055E-05	5.65017E-05	6.35803E-05	7.00598E-05	7.74388E-05	7.87854E-05	8.52891E-05	9.11923E-05	9.49877E-05	0.000103178	0.000102464	0.000107143
442	1.53981E-05	2.8365E-05	3.73687E-05	4.66178E-05	5.54103E-05	6.3021E-05	7.04266E-05	7.85614E-05	8.65565E-05	8.82652E-05	9.57414E-05	0.000102251	0.000107135	0.000115951	0.000115096	0.00012141
443	1.65679E-05	3.0503E-05	4.05451E-05	5.09253E-05	6.03744E-05	6.87699E-05	7.69116E-05	8.59395E-05	9.45288E-05	9.71787E-05	0.000105631	0.000111969	0.000117644	0.000125828	0.000126711	0.000133871
444	1.76603E-05	3.1963E-05	4.2889E-05	5.44475E-05	6.40413E-05	7.34702E-05	8.26853E-05	9.18616E-05	0.00010098	0.000105065	0.000114397	0.000119941	0.000126065	0.000132695	0.000136709	0.000143978
445	1.85359E-05	3.27747E-05	4.43979E-05	5.69485E-05	6.64488E-05	7.68959E-05	8.72892E-05	9.6101E-05	0.000105623	0.000111399	0.000121383	0.000125884	0.000132133	0.000137004	0.000144483	0.000151401
446	1.9055E-05	3.29689E-05	4.50712E-05	5.81932E-05	6.76377E-05	7.88219E-05	9.02644E-05	9.84329E-05	0.000108172	0.000115656	0.000125933	0.000129516	0.000135584	0.000139218	0.00014943	0.00015581
447	1.90772E-05	3.25754E-05	4.49068E-05	5.79452E-05	6.76465E-05	7.90213E-05	9.1149E-05	9.863E-05	0.000108339	0.000117307	0.000127388	0.000130551	0.000136151	0.000139792	0.000150939	0.000156874
448	1.85534E-05	3.16564E-05	4.39568E-05	5.61856E-05	6.65646E-05	7.74811E-05	8.97842E-05	9.67123E-05	0.000106116	0.000116176	0.000125533	0.000128966	0.000133885	0.000139044	0.000148864	0.000154611
449	1.76234E-05	3.03397E-05	4.23853E-05	5.33483E-05	6.45838E-05	7.46328E-05	8.66394E-05	9.3213E-05	0.000102076	0.000112807	0.000121081	0.000125277	0.000129491	0.000136997	0.000144025	0.000149771
450	1.64513E-05	2.87618E-05	4.03704E-05	4.99245E-05	6.19095E-05	7.09643E-05	8.22635E-05	8.87303E-05	9.68675E-05	0.000107841	0.000114861	0.000120071	0.000123763	0.000133635	0.000137362	0.000143195
451	1.51782E-05	2.70178E-05	3.80326E-05	4.63358E-05	5.86576E-05	6.68623E-05	7.7089E-05	8.3736E-05	9.09987E-05	0.000101761	0.000107541	0.00011376	0.000117312	0.000128745	0.000129619	0.000135519
452	1.39859E-05	2.52866E-05	3.56148E-05	4.31283E-05	5.51399E-05	6.29058E-05	7.17884E-05	7.89482E-05	8.52551E-05	9.53771E-05	0.00010012	0.000107123	0.000111096	0.000122577	0.000121932	0.000127795
453	1.29275E-05	2.36464E-05	3.32724E-05	4.04716E-05	5.16138E-05	5.92887E-05	6.67549E-05	7.4668E-05	8.00292E-05	8.9232E-05	9.31883E-05	0.000100657	0.000105496	0.00011565	0.000114877	0.000120582
454	1.19966E-05	2.21441E-05	3.11479E-05	3.83638E-05	4.83625E-05	5.6048E-05	6.22966E-05	7.10373E-05	7.55762E-05	8.38144E-05	8.72013E-05	9.48111E-05	0.000100673	0.000108763	0.000108834	0.000114286
455	1.11863E-05	2.0826E-05	2.93829E-05	3.6801E-05	4.56685E-05	5.32187E-05	5.87195E-05	6.81956E-05	7.21489E-05	7.96105E-05	8.26136E-05	9.00336E-05	9.67836E-05	0.000102716	0.000104178	0.00010931
456	1.04994E-05	1.97568E-05	2.81449E-05	3.58129E-05	4.3854E-05	5.08836E-05	5.63809E-05	6.6344E-05	7.00644E-05	7.71767E-05	7.99515E-05	8.68508E-05	9.40732E-05	9.83963E-05	0.000101381	0.000106153
457	9.91305E-06	1.89412E-05	2.74666E-05	3.53366E-05	4.3017E-05	4.90586E-05	5.53823E-05	6.54633E-05	6.93696E-05	7.66628E-05	7.93502E-05	8.54418E-05	9.25813E-05	9.62149E-05	0.000100541	0.000104969
458	9.40489E-06	1.83564E-05	2.72305E-05	3.52908E-05	4.29879E-05	4.78862E-05	5.5553E-05	6.53919E-05	6.98763E-05	7.77172E-05	8.0491E-05	8.56711E-05	9.23865E-05	9.60402E-05	0.000101464	0.000105691
459	8.95097E-06	1.79732E-05	2.72946E-05	3.55867E-05	4.3554E-05	4.75189E-05	5.66774E-05	6.59399E-05	7.13542E-05	7.99087E-05	8.2982E-05	8.73481E-05	9.35591E-05	9.76531E-05	0.000103905	0.000108209
460	8.52733E-06	1.77626E-05	2.75165E-05	3.61353E-05	4.45028E-05	4.81091E-05	5.85398E-05	6.69169E-05	7.35732E-05	8.28057E-05	8.64308E-05	9.02818E-05	9.61701E-05	0.000100834	0.000107614	0.000112413
461	8.1225E-06	1.77205E-05	2.78071E-05	3.69111E-05	4.57066E-05	4.98605E-05	6.10237E-05	6.82648E-05	7.64341E-05	8.61404E-05	9.06063E-05	9.44267E-05	0.000100419	0.000105526	0.000112525	0.000118362
462	7.7075E-06	1.77889E-05	2.8127E-05	3.78838E-05	4.71011E-05	5.26243E-05	6.39561E-05	7.00701E-05	7.98355E-05	8.98011E-05	9.53304E-05	9.9566E-05	0.000106065	0.000111477	0.000118438	0.000125757
463	7.27044E-06	1.79335E-05	2.85518E-05	3.9133E-05	4.87968E-05	5.61943E-05	6.73106E-05	7.27129E-05	8.39013E-05	9.40221E-05	0.000100721	0.000105659	0.000112906	0.00011863	0.000125407	0.000134439
464	6.79939E-06	1.81197E-05	2.91586E-05	4.07393E-05	5.09062E-05	6.03613E-05	7.10616E-05	7.65778E-05	8.87577E-05	9.90423E-05	0.000106899	0.000112667	0.000120737	0.000126927	0.000133488	0.000144247
465	6.2824E-06	1.8313E-05	3.00249E-05	4.27837E-05	5.35424E-05	6.4915E-05	7.51835E-05	8.20501E-05	9.45312E-05	0.000105101	0.000113986	0.000120548	0.000129351	0.000136312	0.000142736	0.000155016
466	5.7274E-06	1.85534E-05	3.12716E-05	4.53635E-05	5.68641E-05	6.98292E-05	7.98589E-05	8.93694E-05	0.000101461	0.000112515	0.000122265	0.00012953	0.000138902	0.000146986	0.000153482	0.000166938
467	5.1404E-06	1.89035E-05	3.28914E-05	4.82957E-05	6.07314E-05	7.49778E-05	8.5148E-05	9.78615E-05	0.00010932	0.000120981	0.000131508	0.000139494	0.000149328	0.000158678	0.00016557	0.000179787
468	4.54213E-06	1.94696E-05	3.49255E-05	5.14509E-05	6.50785E-05	8.03563E-05	9.1255E-05	0.0001069	0.000118019	0.000130339	0.000141663	0.000150534	0.000160812	0.000171337	0.00017908	0.000193605
469	3.95357E-06	2.03595E-05	3.74157E-05	5.46977E-05	6.98388E-05	8.59598E-05	9.83874E-05	0.000115852	0.000127466	0.000140424	0.000152675	0.000162741	0.000173539	0.000184913	0.000194094	0.000208435
470	3.39982E-06	2.1662E-05	4.03872E-05	5.7931E-05	7.49525E-05	9.17952E-05	0.000106714	0.000124174	0.000137584	0.000151098	0.000164505	0.000176196	0.000187674	0.000199379	0.000210678	0.000224346
471	2.92789E-06	2.32165E-05	4.35743E-05	6.10691E-05	8.01497E-05	9.76319E-05	0.000115668	0.000131712	0.000147908	0.000161905	0.000176652	0.00019023	0.000202514	0.000214181	0.000227989	0.000240804
