Name	0	17	34	51	68	85	102	119	136	153	170	187	204	221	238	255
Date	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018	15/02/2018
Time	08:33pm	08:36pm	08:37pm	08:39pm	08:40pm	08:42pm	08:42pm	08:42pm	08:43pm	08:43pm	08:43pm	08:44pm	08:44pm	08:44pm	08:44pm	08:44pm
414	0	6.47334E-06	1.10683E-05	1.49742E-05	2.12597E-05	2.09995E-05	3.15131E-05	3.53073E-05	3.64571E-05	3.82871E-05	4.33408E-05	4.49604E-05	5.33541E-05	5.74907E-05	5.54946E-05	6.18941E-05
415	5.54991E-08	7.59511E-06	1.36795E-05	1.80304E-05	2.52559E-05	2.6068E-05	3.71247E-05	4.19569E-05	4.35238E-05	4.64357E-05	5.15508E-05	5.5234E-05	6.40596E-05	6.79945E-05	6.7733E-05	7.36282E-05
416	3.09821E-07	8.76046E-06	1.64366E-05	2.20263E-05	3.02033E-05	3.28084E-05	4.42563E-05	5.00831E-05	5.18729E-05	5.67356E-05	6.21085E-05	6.78738E-05	7.6371E-05	8.03866E-05	8.32496E-05	8.85629E-05
417	5.86327E-07	1.01549E-05	1.96366E-05	2.7074E-05	3.63637E-05	4.12862E-05	5.30439E-05	6.00131E-05	6.21649E-05	6.96589E-05	7.5487E-05	8.31088E-05	9.10957E-05	9.56363E-05	0.00010243	0.000107357
418	7.98558E-07	1.19942E-05	2.36309E-05	3.33162E-05	4.40559E-05	5.16012E-05	6.36797E-05	7.21583E-05	7.51822E-05	8.57789E-05	9.22627E-05	0.000101275	0.000109219	0.000114901	0.000125778	0.000130819
419	8.6081E-07	1.4492E-05	2.87681E-05	4.08942E-05	5.35956E-05	6.38524E-05	7.63543E-05	8.69263E-05	9.17008E-05	0.000105664	0.000113007	0.000122704	0.000131716	0.000139327	0.000153793	0.000159749
420	6.99333E-07	1.78517E-05	3.53776E-05	4.9961E-05	6.52986E-05	7.8167E-05	9.13006E-05	0.000104752	0.000112481	0.000129886	0.00013831	0.000147799	0.000159572	0.000170048	0.000187026	0.000194986
421	3.78299E-07	2.21661E-05	4.3583E-05	6.08076E-05	7.94903E-05	9.50044E-05	0.000109258	0.000126412	0.000138135	0.000159064	0.000169004	0.000177804	0.000193939	0.000208094	0.000226682	0.000237845
422	5.37462E-08	2.74659E-05	5.3394E-05	7.38501E-05	9.65456E-05	0.000115096	0.000131362	0.000152977	0.000169253	0.000193937	0.000206174	0.000214619	0.000236175	0.000254538	0.000274519	0.000290087
423	0	3.37767E-05	6.48111E-05	8.94924E-05	0.000116823	0.000139156	0.000158726	0.000185491	0.000206394	0.000235209	0.000250872	0.000260104	0.000287602	0.000310405	0.00033225	0.000353421
424	1.66798E-08	4.11238E-05	7.78344E-05	0.000108134	0.000140677	0.000167889	0.000192451	0.000224988	0.000250111	0.00028358	0.000304136	0.000316102	0.000349524	0.000376715	0.00040157	0.000429543
425	5.48573E-07	4.9576E-05	9.26326E-05	0.000130242	0.000168605	0.000202088	0.000233576	0.000272501	0.000301232	0.000340025	0.000367177	0.000384385	0.000423364	0.000454776	0.000484358	0.000520285
426	1.34586E-06	5.93225E-05	0.000109902	0.000156444	0.0002015	0.000242725	0.000282798	0.000328923	0.000361359	0.000406283	0.000441593	0.000466274	0.000510712	0.000546654	0.00058286	0.000627679
427	2.23091E-06	7.06325E-05	0.00013055	0.00018754	0.000240521	0.000291036	0.000341	0.00039541	0.000432583	0.000484624	0.000529464	0.000563409	0.000613657	0.000655072	0.000699928	0.000754367
428	3.02816E-06	8.37513E-05	0.000155435	0.000224271	0.000286746	0.000348153	0.000408953	0.000472991	0.000516848	0.000577149	0.000632692	0.000677256	0.000734085	0.000782529	0.000838173	0.000902742
429	3.56899E-06	9.89249E-05	0.000185396	0.000267369	0.000341239	0.000415205	0.00048745	0.000562717	0.000616084	0.000685952	0.000753185	0.000809304	0.000873906	0.00093153	0.001000215	0.001075228
430	3.82923E-06	0.000116493	0.000221011	0.000317656	0.000405155	0.000493534	0.000578043	0.000666509	0.000732569	0.000813593	0.000893705	0.000962272	0.001036303	0.001105552	0.001189635	0.001275915
431	3.94989E-06	0.000137055	0.000262864	0.000376477	0.000480286	0.000585381	0.000683903	0.000788147	0.00086994	0.00096424	0.001059151	0.001141532	0.001227258	0.001310626	0.001412677	0.001512452
432	4.07036E-06	0.000160956	0.000311034	0.000444477	0.00056753	0.0006919	0.000806955	0.000929978	0.001030228	0.001140279	0.00125248	0.001350383	0.001450515	0.001550377	0.001672995	0.001789738
433	4.33307E-06	0.000188648	0.00036581	0.000522597	0.00066816	0.000814707	0.000949656	0.00109496	0.001216138	0.001344847	0.001477474	0.001593008	0.001710772	0.001829451	0.001975338	0.002113842
434	4.85914E-06	0.000220558	0.000427542	0.000611767	0.000783409	0.000955356	0.001114293	0.001285813	0.001430194	0.001580865	0.001737623	0.00187329	0.002012356	0.002152186	0.002324204	0.002490333
435	5.65051E-06	0.00025696	0.000496961	0.000712894	0.000914315	0.001115122	0.00130223	0.001503969	0.001673937	0.001850102	0.002034854	0.002193524	0.002357613	0.002521306	0.002722797	0.002922092
436	6.67456E-06	0.000298445	0.00057564	0.000827892	0.001063152	0.001296771	0.001516362	0.001752554	0.001950958	0.002156565	0.002373449	0.002558576	0.002751559	0.002942567	0.003177756	0.003415224
437	7.88544E-06	0.000344979	0.000663941	0.000956944	0.001229972	0.001500361	0.001756426	0.002031041	0.002260784	0.00249977	0.002752755	0.002967988	0.003193489	0.003415613	0.003689118	0.003968756
438	9.24329E-06	0.000396782	0.000762718	0.001100935	0.001415731	0.001727054	0.002023445	0.002340398	0.002604599	0.002881063	0.00317413	0.003423474	0.003685031	0.003942569	0.004259596	0.004584595
439	1.07039E-05	0.00045283	0.000870294	0.001257258	0.001617023	0.00197273	0.002312358	0.002674779	0.002976046	0.003293267	0.003629704	0.003916601	0.004216944	0.004513655	0.004878816	0.005251264
440	1.22159E-05	0.000510055	0.000980837	0.001417569	0.001823276	0.002224608	0.002608107	0.003017158	0.003356388	0.003715208	0.004096455	0.004422286	0.004762154	0.00509954	0.005514914	0.005935317
441	1.37437E-05	0.00056588	0.001089437	0.001574885	0.002025684	0.002472066	0.002898191	0.003353499	0.003730216	0.004129372	0.00455542	0.004919808	0.005298287	0.005675893	0.006141403	0.006609198
442	1.52226E-05	0.000616506	0.001188837	0.001718825	0.002211075	0.002699157	0.003163857	0.003662538	0.004074084	0.004509347	0.00497783	0.005377856	0.005791573	0.006206172	0.006718596	0.007231148
443	1.6595E-05	0.000658843	0.001273095	0.001840908	0.002368695	0.002892853	0.003389825	0.003926933	0.004368877	0.00483361	0.005340204	0.005770844	0.00621444	0.006660527	0.007214034	0.007767068
444	1.77575E-05	0.000691283	0.001338755	0.001936189	0.00249212	0.003045164	0.003567119	0.004135857	0.004602468	0.005089206	0.005627651	0.006082595	0.006549802	0.007020747	0.007607825	0.008195407
445	1.85834E-05	0.000712965	0.001383599	0.002001488	0.002577091	0.003150614	0.003689912	0.004281731	0.004766215	0.005267453	0.00582956	0.006301626	0.006785803	0.007274428	0.007886349	0.008500872
446	1.8946E-05	0.000723041	0.001405438	0.002033669	0.002619401	0.003203793	0.003752456	0.004357064	0.004851571	0.005359776	0.005935436	0.006416577	0.006910721	0.007409315	0.008036146	0.008668335
447	1.87182E-05	0.000720641	0.001402037	0.002029529	0.002614758	0.003199184	0.003748879	0.00435422	0.004849828	0.005357427	0.005934591	0.006415881	0.006912611	0.007412911	0.008043493	0.008682383
448	1.78823E-05	0.000705908	0.001373415	0.001989064	0.002563084	0.003136547	0.003678955	0.004272649	0.004760204	0.005259935	0.005826078	0.006298609	0.006790539	0.00728429	0.007907237	0.00854121
449	1.66485E-05	0.000681067	0.001324226	0.001918859	0.00247298	0.003026515	0.003554088	0.004126402	0.004598249	0.005083882	0.005629036	0.006085773	0.006566277	0.007046375	0.007652126	0.008271051
450	1.52559E-05	0.000648609	0.001259718	0.001826341	0.002354154	0.002881106	0.003387163	0.003931392	0.004381597	0.004848025	0.005365165	0.005801179	0.006264487	0.006725126	0.00730621	0.007901713
451	1.39229E-05	0.000610096	0.001183337	0.001716324	0.002212947	0.002708216	0.003186212	0.003697899	0.004121605	0.004564167	0.005048474	0.005460321	0.005900843	0.006336849	0.006887046	0.007451649
452	1.28945E-05	0.000569037	0.001102279	0.001599081	0.002062717	0.002524325	0.002969514	0.003447978	0.003842779	0.004258717	0.004709052	0.005096011	0.005509832	0.005918102	0.006434215	0.006963218
453	1.21879E-05	0.000527288	0.00102025	0.00148001	0.001910363	0.002337929	0.002747501	0.003193359	0.003558429	0.003946252	0.004363015	0.004725319	0.00511003	0.005488917	0.005969581	0.006460453
454	1.17023E-05	0.00048635	0.000940096	0.001363387	0.001761226	0.002155576	0.002529203	0.002943441	0.003279441	0.003638988	0.004023363	0.004361578	0.004716604	0.005065987	0.00551151	0.005964088
455	1.13362E-05	0.000447716	0.000864649	0.001253456	0.001620614	0.00198377	0.002323604	0.002707568	0.003016638	0.003349073	0.003703016	0.004018035	0.004344629	0.00466591	0.005078268	0.005494749
456	1.09987E-05	0.000413259	0.000797473	0.001155528	0.00149521	0.001830702	0.002141654	0.00249738	0.002783403	0.003091502	0.003418043	0.003711356	0.004012878	0.004309252	0.004692439	0.005077734
457	1.06052E-05	0.000383266	0.000739117	0.001070518	0.001386068	0.001697674	0.001985612	0.002314983	0.002582195	0.002869111	0.003171317	0.003444348	0.003724805	0.003999991	0.004358366	0.004718176
458	1.01442E-05	0.000356803	0.000687882	0.000996028	0.001290067	0.001580885	0.001850372	0.002155224	0.002406711	0.002674949	0.002955443	0.003209702	0.003472186	0.003729259	0.00406599	0.004404669
459	9.61257E-06	0.000332705	0.000641642	0.000929029	0.001203293	0.001475564	0.001729493	0.002011582	0.002249032	0.002500264	0.002761109	0.002998168	0.003244596	0.003485782	0.003802573	0.00412278
460	9.0072E-06	0.00030981	0.000598267	0.000866492	0.001121826	0.001376934	0.001616532	0.00187753	0.002101232	0.002336295	0.002578996	0.00280049	0.003031603	0.003258282	0.003555372	0.003858067
461	8.34001E-06	0.000287472	0.000556599	0.000806779	0.001043568	0.001282433	0.001507704	0.001749549	0.001958825	0.002178103	0.002403968	0.002611845	0.002827626	0.003040688	0.003317402	0.003602384
462	7.62703E-06	0.0002652	0.000515424	0.000748027	0.000966321	0.001189143	0.001399378	0.00162351	0.001817388	0.002020781	0.002230598	0.002425971	0.002626031	0.00282577	0.003081161	0.003347431
463	6.91607E-06	0.000243597	0.000475432	0.000691043	0.000891461	0.001098392	0.001293241	0.001500999	0.001679331	0.001866993	0.002061628	0.002244812	0.002429366	0.002616142	0.002850331	0.003097278
464	6.25545E-06	0.000223279	0.000437328	0.000636654	0.000820393	0.001011544	0.001191024	0.001383648	0.001547121	0.001719471	0.001899867	0.002070373	0.002240252	0.002414497	0.00262869	0.002856103
465	5.69369E-06	0.000204862	0.000401823	0.000585692	0.000754531	0.000929968	0.001094468	0.001273096	0.001423236	0.001580958	0.001748139	0.001904671	0.002061325	0.002223539	0.002420031	0.002628104
466	5.26885E-06	0.000189014	0.000370047	0.000539724	0.000696006	0.000856207	0.001006762	0.001172725	0.001311749	0.001456066	0.001611361	0.001752721	0.001898143	0.002049147	0.002231062	0.002420835
467	4.95826E-06	0.000175101	0.000341259	0.000497817	0.000643271	0.000788865	0.000926598	0.001080802	0.00121027	0.001342432	0.001486803	0.001612692	0.001748197	0.001888518	0.002057923	0.002230783
468	4.7449E-06	0.000162804	0.000315421	0.000460101	0.000596077	0.000728233	0.000854675	0.000997939	0.001118936	0.001240534	0.001374871	0.001486378	0.001612806	0.00174298	0.0019011	0.002059215
469	4.61151E-06	0.000151801	0.000292494	0.000426706	0.000554177	0.000674605	0.000791703	0.000924758	0.001037884	0.001150853	0.00127598	0.001375595	0.001493308	0.001613879	0.001761087	0.001907416
470	4.53786E-06	0.000141798	0.000272436	0.000397728	0.000517324	0.000628223	0.000738266	0.000861777	0.000967212	0.001073755	0.001190439	0.001281894	0.001390845	0.001502385	0.001638317	0.001776463
471	4.46541E-06	0.000132346	0.000254299	0.000371707	0.000483692	0.000586857	0.000691455	0.000805841	0.000903591	0.001005168	0.001113844	0.001200318	0.00130037	0.001403303	0.001527472	0.001659905
472	4.35481E-06	0.000124098	0.000238948	0.000349706	0.000454968	0.000552261	0.000652751	0.000759126	0.000850021	0.000947731	0.001049338	0.001133311	0.001225294	0.00132073	0.00143398	0.001562294
473	4.15099E-06	0.000117191	0.000226251	0.000331341	0.000430956	0.000523896	0.000620942	0.000720661	0.000805978	0.000900167	0.000995728	0.001078633	0.001163952	0.001253283	0.00135728	0.001481695
474	3.79969E-06	0.00011176	0.000216079	0.000316226	0.000411459	0.000501221	0.00059482	0.000689475	0.000770927	0.000861202	0.000951819	0.00103405	0.001114676	0.001199566	0.0012968	0.001416174
475	3.30137E-06	0.000107761	0.000208167	0.000303956	0.000396071	0.00048354	0.0005734	0.000664535	0.000743901	0.000829603	0.00091638	0.000997624	0.001075686	0.001157741	0.001250901	0.001363607
476	2.73903E-06	0.000104633	0.000201611	0.000293472	0.000383239	0.000468907	0.000554881	0.000643338	0.000721691	0.000802496	0.000886242	0.000965841	0.001042797	0.001122852	0.001213644	0.001318769
477	2.21763E-06	0.000102248	0.000196366	0.000284998	0.000373056	0.000457401	0.000539919	0.000626185	0.000704172	0.000780523	0.000862105	0.000939456	0.001016363	0.001094782	0.001184225	0.001282175
478	1.83316E-06	0.000100241	0.000191932	0.000278088	0.00036474	0.000448037	0.000527906	0.000611915	0.00068959	0.000762499	0.00084265	0.000917031	0.000994375	0.001070876	0.001159104	0.001251344
479	1.6619E-06	9.83103E-05	0.0001879	0.00027237	0.000357649	0.00044	0.000518314	0.000599578	0.000676519	0.000747452	0.000826748	0.000897431	0.000975175	0.001048996	0.001135416	0.001224264
