No.	Luminance	Radiance	   x	   y	   u'	   v'	  CCT	  PE	D. Wavelength 
	[cd/sqm]	[W/(sr*sqm)]					[Kelvin]   %	    [nm] 
1   	7.008e+01	2.612e-01	 0.6470	0.3312	0.4556	0.5248	     	  93	    611
2   	1.535e+02	3.271e-01	 0.2224	0.6642	0.0845	0.5679	     	  72	    533
3   	2.064e+01	2.213e-01	 0.1526	0.0810	0.1665	0.1988	     	  89	    468
